# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 15:30:57 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13344500 TUCANNON RIVER NEAR STARBUCK, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 13344500
#            TS   parameter     statistic     Description
#        150225       00060     00003     Discharge, cubic feet per second (Mean)
#        150226       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	150225_00060_00003	150225_00060_00003_cd	150226_00065_00003	150226_00065_00003_cd
USGS	13344500	2008-09-23	76.9	A	9.44	A
USGS	13344500	2008-09-24	73.5	A	9.42	A
USGS	13344500	2008-09-25	71.2	A	9.41	A
USGS	13344500	2008-09-26	67.2	A	9.38	A
USGS	13344500	2008-09-27	68.3	A	9.39	A
USGS	13344500	2008-09-28	68.5	A	9.39	A
USGS	13344500	2008-09-29	68.1	A	9.39	A
USGS	13344500	2008-09-30	67.0	A	9.38	A
USGS	13344500	2008-10-01	66.1	A	9.38	A
USGS	13344500	2008-10-02	69.2	A	9.40	A
USGS	13344500	2008-10-03	77.2	A	9.44	A
USGS	13344500	2008-10-04	79.4	A	9.45	A
USGS	13344500	2008-10-05	85.4	A	9.49	A
USGS	13344500	2008-10-06	84.9	A	9.48	A
USGS	13344500	2008-10-07	83.0	A	9.47	A
USGS	13344500	2008-10-08	81.2	A	9.46	A
USGS	13344500	2008-10-09	82.3	A	9.47	A
USGS	13344500	2008-10-10	83.4	A	9.48	A
USGS	13344500	2008-10-11	83.3	A	9.48	A
USGS	13344500	2008-10-12	83.5	A	9.48	A
USGS	13344500	2008-10-13	83.2	A	9.47	A
USGS	13344500	2008-10-14	82.5	A	9.47	A
USGS	13344500	2008-10-15	83.7	A	9.48	A
USGS	13344500	2008-10-16	83.5	A	9.48	A
USGS	13344500	2008-10-17	82.7	A	9.47	A
USGS	13344500	2008-10-18	81.7	A	9.47	A
USGS	13344500	2008-10-19	83.1	A	9.47	A
USGS	13344500	2008-10-20	82.8	A	9.47	A
USGS	13344500	2008-10-21	82.7	A	9.47	A
USGS	13344500	2008-10-22	82.8	A	9.47	A
USGS	13344500	2008-10-23	81.6	A	9.47	A
USGS	13344500	2008-10-24	81.9	A	9.47	A
USGS	13344500	2008-10-25	80.9	A	9.46	A
USGS	13344500	2008-10-26	81.1	A	9.46	A
USGS	13344500	2008-10-27	81.5	A	9.47	A
USGS	13344500	2008-10-28	81.4	A	9.47	A
USGS	13344500	2008-10-29	82.7	A	9.47	A
USGS	13344500	2008-10-30	83.3	A	9.48	A
USGS	13344500	2008-10-31	82.3	A	9.47	A
USGS	13344500	2008-11-01	84.1	A	9.48	A
USGS	13344500	2008-11-02	87.0	A	9.49	A
USGS	13344500	2008-11-03	91.0	A	9.52	A
USGS	13344500	2008-11-04	91.5	A	9.52	A
USGS	13344500	2008-11-05	96.3	A	9.54	A
USGS	13344500	2008-11-06	90.2	A	9.51	A
USGS	13344500	2008-11-07	92.1	A	9.52	A
USGS	13344500	2008-11-08	96.2	A	9.54	A
USGS	13344500	2008-11-09	93.8	A	9.53	A
USGS	13344500	2008-11-10	94.3	A	9.53	A
USGS	13344500	2008-11-11	99.9	A	9.56	A
USGS	13344500	2008-11-12	110	A	9.61	A
USGS	13344500	2008-11-13	141	A	9.74	A
USGS	13344500	2008-11-14	132	A	9.71	A
USGS	13344500	2008-11-15	112	A	9.62	A
USGS	13344500	2008-11-16	105	A	9.59	A
USGS	13344500	2008-11-17	101	A	9.57	A
USGS	13344500	2008-11-18	97.6	A	9.55	A
USGS	13344500	2008-11-19	95.7	A	9.54	A
USGS	13344500	2008-11-20	94.2	A	9.53	A
USGS	13344500	2008-11-21	94.5	A	9.53	A
USGS	13344500	2008-11-22	92.9	A	9.53	A
USGS	13344500	2008-11-23	91.7	A	9.52	A
USGS	13344500	2008-11-24	90.6	A	9.51	A
USGS	13344500	2008-11-25	90.4	A	9.51	A
USGS	13344500	2008-11-26	91.1	A	9.52	A
USGS	13344500	2008-11-27	88.6	A	9.50	A
USGS	13344500	2008-11-28	88.8	A	9.50	A
USGS	13344500	2008-11-29	90.3	A	9.51	A
USGS	13344500	2008-11-30	92.7	A	9.52	A
USGS	13344500	2008-12-01	91.4	A	9.52	A
USGS	13344500	2008-12-02	94.6	A	9.53	A
USGS	13344500	2008-12-03	98.0	A	9.55	A
USGS	13344500	2008-12-04	93.8	A	9.53	A
USGS	13344500	2008-12-05	91.3	A	9.52	A
USGS	13344500	2008-12-06	91.2	A	9.52	A
USGS	13344500	2008-12-07	92.9	A	9.53	A
USGS	13344500	2008-12-08	106	A	9.59	A
USGS	13344500	2008-12-09	98.7	A	9.55	A
USGS	13344500	2008-12-10	95.6	A	9.54	A
USGS	13344500	2008-12-11	93.6	A	9.53	A
USGS	13344500	2008-12-12	95.3	A	9.54	A
USGS	13344500	2008-12-13	103	A	9.57	A
USGS	13344500	2008-12-14	100	A	9.56	A
USGS	13344500	2008-12-15	83.9	A	9.48	A
USGS	13344500	2008-12-16	46.1	A	9.24	A
USGS	13344500	2008-12-17	44.0	A:e	9.30	A
USGS	13344500	2008-12-18	48.0	A:e	9.60	A
USGS	13344500	2008-12-19	50.0	A:e	9.55	A
USGS	13344500	2008-12-20	42.0	A:e	9.44	A
USGS	13344500	2008-12-21	46.0	A:e	9.41	A
USGS	13344500	2008-12-22	52.0	A:e	9.45	A
USGS	13344500	2008-12-23	60.0	A:e	9.51	A
USGS	13344500	2008-12-24	80.0	A:e	9.56	A
USGS	13344500	2008-12-25	100	A	9.56	A
USGS	13344500	2008-12-26	96.5	A	9.54	A
USGS	13344500	2008-12-27	113	A	9.62	A
USGS	13344500	2008-12-28	138	A	9.73	A
USGS	13344500	2008-12-29	183	A	9.91	A
USGS	13344500	2008-12-30	212	A	10.01	A
USGS	13344500	2008-12-31	201	A	9.97	A
USGS	13344500	2009-01-01	202	A	9.97	A
USGS	13344500	2009-01-02	476	A	10.64	A
USGS	13344500	2009-01-03	485	A	10.67	A
USGS	13344500	2009-01-04	342	A	10.39	A
USGS	13344500	2009-01-05	302	A	10.29	A
USGS	13344500	2009-01-06	315	A	10.32	A
USGS	13344500	2009-01-07	442	A	10.59	A
USGS	13344500	2009-01-08	1160	A	11.84	A
USGS	13344500	2009-01-09	1380	A	12.18	A
USGS	13344500	2009-01-10	810	A	11.23	A
USGS	13344500	2009-01-11	591	A	10.76	A
USGS	13344500	2009-01-12	485	A	10.50	A
USGS	13344500	2009-01-13	447	A	10.41	A
USGS	13344500	2009-01-14	429	A	10.36	A
USGS	13344500	2009-01-15	384	A	10.25	A
USGS	13344500	2009-01-16	345	A	10.14	A
USGS	13344500	2009-01-17	311	A	10.04	A
USGS	13344500	2009-01-18	287	A	9.97	A
USGS	13344500	2009-01-19	264	A	9.90	A
USGS	13344500	2009-01-20	247	A	9.85	A
USGS	13344500	2009-01-21	235	A	9.80	A
USGS	13344500	2009-01-22	224	A	9.77	A
USGS	13344500	2009-01-23	213	A	9.73	A
USGS	13344500	2009-01-24	204	A	9.70	A
USGS	13344500	2009-01-25	196	A	9.67	A
USGS	13344500	2009-01-26	181	A	9.62	A
USGS	13344500	2009-01-27	160	A	9.54	A
USGS	13344500	2009-01-28	177	A	9.61	A
USGS	13344500	2009-01-29	167	A	9.57	A
USGS	13344500	2009-01-30	157	A	9.53	A
USGS	13344500	2009-01-31	153	A	9.52	A
USGS	13344500	2009-02-01	147	A	9.49	A
USGS	13344500	2009-02-02	143	A	9.48	A
USGS	13344500	2009-02-03	137	A	9.46	A
USGS	13344500	2009-02-04	135	A	9.45	A
USGS	13344500	2009-02-05	137	A	9.46	A
USGS	13344500	2009-02-06	145	A	9.49	A
USGS	13344500	2009-02-07	148	A	9.50	A
USGS	13344500	2009-02-08	149	A	9.50	A
USGS	13344500	2009-02-09	153	A	9.52	A
USGS	13344500	2009-02-10	150	A	9.51	A
USGS	13344500	2009-02-11	149	A	9.51	A
USGS	13344500	2009-02-12	148	A	9.50	A
USGS	13344500	2009-02-13	140	A	9.47	A
USGS	13344500	2009-02-14	136	A	9.45	A
USGS	13344500	2009-02-15	134	A	9.45	A
USGS	13344500	2009-02-16	132	A	9.44	A
USGS	13344500	2009-02-17	128	A	9.42	A
USGS	13344500	2009-02-18	122	A	9.40	A
USGS	13344500	2009-02-19	120	A	9.39	A
USGS	13344500	2009-02-20	118	A	9.38	A
USGS	13344500	2009-02-21	115	A	9.37	A
USGS	13344500	2009-02-22	116	A	9.37	A
USGS	13344500	2009-02-23	120	A	9.39	A
USGS	13344500	2009-02-24	153	A	9.52	A
USGS	13344500	2009-02-25	171	A	9.59	A
USGS	13344500	2009-02-26	201	A	9.69	A
USGS	13344500	2009-02-27	202	A	9.69	A
USGS	13344500	2009-02-28	195	A	9.67	A
USGS	13344500	2009-03-01	197	A	9.68	A
USGS	13344500	2009-03-02	209	A	9.72	A
USGS	13344500	2009-03-03	259	A	9.88	A
USGS	13344500	2009-03-04	305	A	10.02	A
USGS	13344500	2009-03-05	320	A	10.07	A
USGS	13344500	2009-03-06	319	A	10.06	A
USGS	13344500	2009-03-07	286	A	9.97	A
USGS	13344500	2009-03-08	282	A	9.95	A
USGS	13344500	2009-03-09	263	A	9.90	A
USGS	13344500	2009-03-10	252	A	9.86	A
USGS	13344500	2009-03-11	231	A	9.79	A
USGS	13344500	2009-03-12	219	A	9.75	A
USGS	13344500	2009-03-13	215	A	9.74	A
USGS	13344500	2009-03-14	217	A	9.75	A
USGS	13344500	2009-03-15	235	A	9.81	A
USGS	13344500	2009-03-16	363	A	10.18	A
USGS	13344500	2009-03-17	434	A	10.38	A
USGS	13344500	2009-03-18	419	A	10.34	A
USGS	13344500	2009-03-19	388	A	10.25	A
USGS	13344500	2009-03-20	381	A	10.24	A
USGS	13344500	2009-03-21	435	A	10.38	A
USGS	13344500	2009-03-22	678	A	10.95	A
USGS	13344500	2009-03-23	764	A	11.14	A
USGS	13344500	2009-03-24	647	A	10.89	A
USGS	13344500	2009-03-25	569	A	10.71	A
USGS	13344500	2009-03-26	507	A	10.56	A
USGS	13344500	2009-03-27	448	A	10.41	A
USGS	13344500	2009-03-28	434	A	10.38	A
USGS	13344500	2009-03-29	581	A	10.74	A
USGS	13344500	2009-03-30	586	A	10.75	A
USGS	13344500	2009-03-31	569	A	10.71	A
USGS	13344500	2009-04-01	565	A	10.70	A
USGS	13344500	2009-04-02	599	A	10.78	A
USGS	13344500	2009-04-03	737	A	11.08	A
USGS	13344500	2009-04-04	674	A	10.95	A
USGS	13344500	2009-04-05	618	A	10.82	A
USGS	13344500	2009-04-06	627	A	10.84	A
USGS	13344500	2009-04-07	742	A	11.09	A
USGS	13344500	2009-04-08	955	A	11.52	A
USGS	13344500	2009-04-09	1130	A	11.84	A
USGS	13344500	2009-04-10	1010	A	11.62	A
USGS	13344500	2009-04-11	900	A	11.42	A
USGS	13344500	2009-04-12	882	A	11.38	A
USGS	13344500	2009-04-13	946	A	11.50	A
USGS	13344500	2009-04-14	1010	A	11.63	A
USGS	13344500	2009-04-15	820	A	11.25	A
USGS	13344500	2009-04-16	660	A	10.91	A
USGS	13344500	2009-04-17	588	A	10.75	A
USGS	13344500	2009-04-18	562	A	10.69	A
USGS	13344500	2009-04-19	592	A	10.76	A
USGS	13344500	2009-04-20	678	A	10.95	A
USGS	13344500	2009-04-21	888	A	11.39	A
USGS	13344500	2009-04-22	1070	A	11.73	A
USGS	13344500	2009-04-23	1110	A	11.81	A
USGS	13344500	2009-04-24	921	A	11.46	A
USGS	13344500	2009-04-25	726	A	11.06	A
USGS	13344500	2009-04-26	611	A	10.80	A
USGS	13344500	2009-04-27	537	A	10.63	A
USGS	13344500	2009-04-28	526	A	10.61	A
USGS	13344500	2009-04-29	485	A	10.51	A
USGS	13344500	2009-04-30	435	A	10.38	A
USGS	13344500	2009-05-01	395	A	10.27	A
USGS	13344500	2009-05-02	382	A	10.24	A
USGS	13344500	2009-05-03	417	A	10.33	A
USGS	13344500	2009-05-04	430	A	10.37	A
USGS	13344500	2009-05-05	557	A	10.67	A
USGS	13344500	2009-05-06	824	A	11.26	A
USGS	13344500	2009-05-07	826	A	11.27	A
USGS	13344500	2009-05-08	703	A	11.01	A
USGS	13344500	2009-05-09	591	A	10.76	A
USGS	13344500	2009-05-10	550	A	10.66	A
USGS	13344500	2009-05-11	591	A	10.76	A
USGS	13344500	2009-05-12	690	A	10.98	A
USGS	13344500	2009-05-13	634	A	10.86	A
USGS	13344500	2009-05-14	561	A	10.69	A
USGS	13344500	2009-05-15	657	A	10.91	A
USGS	13344500	2009-05-16	685	A	10.97	A
USGS	13344500	2009-05-17	703	A	11.01	A
USGS	13344500	2009-05-18	821	A	11.26	A
USGS	13344500	2009-05-19	928	A	11.47	A
USGS	13344500	2009-05-20	861	A	11.34	A
USGS	13344500	2009-05-21	708	A	11.02	A
USGS	13344500	2009-05-22	636	A	10.86	A
USGS	13344500	2009-05-23	622	A	10.83	A
USGS	13344500	2009-05-24	636	A	10.86	A
USGS	13344500	2009-05-25	629	A	10.85	A
USGS	13344500	2009-05-26	615	A	10.81	A
USGS	13344500	2009-05-27	576	A	10.72	A
USGS	13344500	2009-05-28	569	A	10.71	A
USGS	13344500	2009-05-29	559	A	10.69	A
USGS	13344500	2009-05-30	562	A	10.69	A
USGS	13344500	2009-05-31	567	A	10.70	A
USGS	13344500	2009-06-01	533	A	10.62	A
USGS	13344500	2009-06-02	487	A	10.51	A
USGS	13344500	2009-06-03	450	A	10.42	A
USGS	13344500	2009-06-04	436	A	10.38	A
USGS	13344500	2009-06-05	415	A	10.33	A
USGS	13344500	2009-06-06	400	A	10.29	A
USGS	13344500	2009-06-07	402	A	10.29	A
USGS	13344500	2009-06-08	393	A	10.27	A
USGS	13344500	2009-06-09	351	A	10.15	A
USGS	13344500	2009-06-10	316	A	10.05	A
USGS	13344500	2009-06-11	290	A	9.98	A
USGS	13344500	2009-06-12	272	A	9.92	A
USGS	13344500	2009-06-13	272	A	9.92	A
USGS	13344500	2009-06-14	281	A	9.95	A
USGS	13344500	2009-06-15	329	A	10.09	A
USGS	13344500	2009-06-16	312	A	10.04	A
USGS	13344500	2009-06-17	284	A	9.96	A
USGS	13344500	2009-06-18	261	A	9.89	A
USGS	13344500	2009-06-19	250	A	9.85	A
USGS	13344500	2009-06-20	246	A	9.84	A
USGS	13344500	2009-06-21	244	A	9.83	A
USGS	13344500	2009-06-22	249	A	9.85	A
USGS	13344500	2009-06-23	226	A	9.78	A
USGS	13344500	2009-06-24	211	A	9.73	A
USGS	13344500	2009-06-25	200	A	9.69	A
USGS	13344500	2009-06-26	187	A	9.64	A
USGS	13344500	2009-06-27	179	A	9.62	A
USGS	13344500	2009-06-28	171	A	9.59	A
USGS	13344500	2009-06-29	165	A	9.57	A
USGS	13344500	2009-06-30	157	A	9.54	A
USGS	13344500	2009-07-01	155	A	9.53	A
USGS	13344500	2009-07-02	146	A	9.49	A
USGS	13344500	2009-07-03	138	A	9.46	A
USGS	13344500	2009-07-04	131	A	9.43	A
USGS	13344500	2009-07-05	128	A	9.42	A
USGS	13344500	2009-07-06	131	A	9.43	A
USGS	13344500	2009-07-07	130	A	9.43	A
USGS	13344500	2009-07-08	126	A	9.41	A
USGS	13344500	2009-07-09	122	A	9.40	A
USGS	13344500	2009-07-10	122	A	9.40	A
USGS	13344500	2009-07-11	115	A	9.37	A
USGS	13344500	2009-07-12	113	A	9.36	A
USGS	13344500	2009-07-13	137	A	9.46	A
USGS	13344500	2009-07-14	128	A	9.42	A
USGS	13344500	2009-07-15	113	A	9.36	A
USGS	13344500	2009-07-16	102	A	9.31	A
USGS	13344500	2009-07-17	96.6	A	9.29	A
USGS	13344500	2009-07-18	94.4	A	9.28	A
USGS	13344500	2009-07-19	91.4	A	9.26	A
USGS	13344500	2009-07-20	90.8	A	9.26	A
USGS	13344500	2009-07-21	87.6	A	9.25	A
USGS	13344500	2009-07-22	86.3	A	9.24	A
USGS	13344500	2009-07-23	84.5	A	9.23	A
USGS	13344500	2009-07-24	82.2	A	9.22	A
USGS	13344500	2009-07-25	86.5	A	9.24	A
USGS	13344500	2009-07-26	85.2	A	9.24	A
USGS	13344500	2009-07-27	85.9	A	9.24	A
USGS	13344500	2009-07-28	77.6	A	9.20	A
USGS	13344500	2009-07-29	74.5	A	9.18	A
USGS	13344500	2009-07-30	74.1	A	9.18	A
USGS	13344500	2009-07-31	72.7	A	9.17	A
USGS	13344500	2009-08-01	71.1	A	9.17	A
USGS	13344500	2009-08-02	70.3	A	9.16	A
USGS	13344500	2009-08-03	69.9	A	9.16	A
USGS	13344500	2009-08-04	66.8	A	9.14	A
USGS	13344500	2009-08-05	67.1	A	9.15	A
USGS	13344500	2009-08-06	67.5	A	9.15	A
USGS	13344500	2009-08-07	106	A	9.33	A
USGS	13344500	2009-08-08	116	A	9.37	A
USGS	13344500	2009-08-09	99.2	A	9.30	A
USGS	13344500	2009-08-10	91.7	A	9.27	A
USGS	13344500	2009-08-11	83.1	A	9.22	A
USGS	13344500	2009-08-12	83.7	A	9.23	A
USGS	13344500	2009-08-13	83.3	A	9.23	A
USGS	13344500	2009-08-14	84.0	A	9.23	A
USGS	13344500	2009-08-15	82.4	A	9.22	A
USGS	13344500	2009-08-16	79.6	A	9.21	A
USGS	13344500	2009-08-17	77.5	A	9.20	A
USGS	13344500	2009-08-18	76.3	A	9.19	A
USGS	13344500	2009-08-19	75.2	A	9.19	A
USGS	13344500	2009-08-20	74.4	A	9.18	A
USGS	13344500	2009-08-21	68.3	A	9.15	A
USGS	13344500	2009-08-22	64.9	A	9.13	A
USGS	13344500	2009-08-23	69.4	A	9.16	A
USGS	13344500	2009-08-24	71.6	A	9.17	A
USGS	13344500	2009-08-25	68.3	A	9.15	A
USGS	13344500	2009-08-26	69.9	A	9.16	A
USGS	13344500	2009-08-27	68.8	A	9.15	A
USGS	13344500	2009-08-28	66.6	A	9.14	A
USGS	13344500	2009-08-29	67.5	A	9.15	A
USGS	13344500	2009-08-30	74.6	A	9.18	A
USGS	13344500	2009-08-31	76.6	A	9.19	A
USGS	13344500	2009-09-01	73.4	A	9.18	A
USGS	13344500	2009-09-02	72.1	A	9.17	A
USGS	13344500	2009-09-03	70.8	A	9.16	A
USGS	13344500	2009-09-04	72.2	A	9.17	A
USGS	13344500	2009-09-05	71.1	A	9.17	A
USGS	13344500	2009-09-06	74.5	A	9.18	A
USGS	13344500	2009-09-07	79.5	A	9.21	A
USGS	13344500	2009-09-08	79.3	A	9.21	A
USGS	13344500	2009-09-09	76.4	A	9.19	A
USGS	13344500	2009-09-10	73.0	A	9.18	A
USGS	13344500	2009-09-11	72.7	A	9.17	A
USGS	13344500	2009-09-12	72.0	A	9.17	A
USGS	13344500	2009-09-13	71.1	A	9.17	A
USGS	13344500	2009-09-14	70.3	A	9.16	A
USGS	13344500	2009-09-15	69.7	A	9.16	A
USGS	13344500	2009-09-16	71.5	A	9.17	A
USGS	13344500	2009-09-17	70.9	A	9.17	A
USGS	13344500	2009-09-18	73.2	A	9.18	A
USGS	13344500	2009-09-19	72.2	A	9.17	A
USGS	13344500	2009-09-20	72.6	A	9.17	A
USGS	13344500	2009-09-21	75.2	A	9.19	A
USGS	13344500	2009-09-22	73.0	A	9.18	A
USGS	13344500	2009-09-23	70.8	A	9.16	A
USGS	13344500	2009-09-24	68.8	A	9.15	A
USGS	13344500	2009-09-25	67.6	A	9.15	A
USGS	13344500	2009-09-26	67.1	A	9.15	A
USGS	13344500	2009-09-27	66.8	A	9.14	A
USGS	13344500	2009-09-28	72.9	A	9.18	A
USGS	13344500	2009-09-29	73.4	A	9.18	A
USGS	13344500	2009-09-30	79.7	A	9.21	A
USGS	13344500	2009-10-01	81.6	A	9.22	A
USGS	13344500	2009-10-02	80.6	A	9.21	A
USGS	13344500	2009-10-03	85.7	A	9.24	A
USGS	13344500	2009-10-04	100	A	9.30	A
USGS	13344500	2009-10-05	95.8	A	9.28	A
USGS	13344500	2009-10-06	92.4	A	9.27	A
USGS	13344500	2009-10-07	89.9	A	9.26	A
USGS	13344500	2009-10-08	90.7	A	9.26	A
USGS	13344500	2009-10-09	89.8	A	9.26	A
USGS	13344500	2009-10-10	91.2	A	9.26	A
USGS	13344500	2009-10-11	95.3	A	9.28	A
USGS	13344500	2009-10-12	97.3	A	9.29	A
USGS	13344500	2009-10-13	99.0	A	9.30	A
USGS	13344500	2009-10-14	110	A	9.35	A
USGS	13344500	2009-10-15	119	A	9.38	A
USGS	13344500	2009-10-16	106	A	9.33	A
USGS	13344500	2009-10-17	101	A	9.31	A
USGS	13344500	2009-10-18	99.4	A	9.30	A
USGS	13344500	2009-10-19	98.7	A	9.30	A
USGS	13344500	2009-10-20	99.1	A	9.30	A
USGS	13344500	2009-10-21	98.4	A	9.30	A
USGS	13344500	2009-10-22	101	A	9.30	A
USGS	13344500	2009-10-23	102	A	9.31	A
USGS	13344500	2009-10-24	103	A	9.32	A
USGS	13344500	2009-10-25	99.3	A	9.30	A
USGS	13344500	2009-10-26	101	A	9.31	A
USGS	13344500	2009-10-27	124	A	9.40	A
USGS	13344500	2009-10-28	114	A	9.36	A
USGS	13344500	2009-10-29	106	A	9.33	A
USGS	13344500	2009-10-30	104	A	9.32	A
USGS	13344500	2009-10-31	114	A	9.36	A
USGS	13344500	2009-11-01	118	A	9.38	A
USGS	13344500	2009-11-02	109	A	9.34	A
USGS	13344500	2009-11-03	115	A	9.37	A
USGS	13344500	2009-11-04	113	A	9.36	A
USGS	13344500	2009-11-05	107	A	9.33	A
USGS	13344500	2009-11-06	110	A	9.34	A
USGS	13344500	2009-11-07	111	A	9.35	A
USGS	13344500	2009-11-08	112	A	9.35	A
USGS	13344500	2009-11-09	106	A	9.33	A
USGS	13344500	2009-11-10	105	A	9.33	A
USGS	13344500	2009-11-11	106	A	9.33	A
USGS	13344500	2009-11-12	105	A	9.33	A
USGS	13344500	2009-11-13	104	A	9.32	A
USGS	13344500	2009-11-14	104	A	9.32	A
USGS	13344500	2009-11-15	100	A	9.30	A
USGS	13344500	2009-11-16	99.8	A	9.30	A
USGS	13344500	2009-11-17	99.6	A	9.30	A
USGS	13344500	2009-11-18	101	A	9.31	A
USGS	13344500	2009-11-19	101	A	9.31	A
USGS	13344500	2009-11-20	100	A	9.30	A
USGS	13344500	2009-11-21	106	A	9.33	A
USGS	13344500	2009-11-22	108	A	9.34	A
USGS	13344500	2009-11-23	118	A	9.38	A
USGS	13344500	2009-11-24	107	A	9.33	A
USGS	13344500	2009-11-25	104	A	9.32	A
USGS	13344500	2009-11-26	103	A	9.32	A
USGS	13344500	2009-11-27	111	A	9.35	A
USGS	13344500	2009-11-28	118	A	9.38	A
USGS	13344500	2009-11-29	113	A	9.36	A
USGS	13344500	2009-11-30	111	A	9.35	A
USGS	13344500	2009-12-01	111	A	9.35	A
USGS	13344500	2009-12-02	109	A	9.34	A
USGS	13344500	2009-12-03	105	A	9.32	A
USGS	13344500	2009-12-04	104	A	9.32	A
USGS	13344500	2009-12-05	104	A	9.32	A
USGS	13344500	2009-12-06	97.3	A	9.29	A
USGS	13344500	2009-12-07	65.1	A	9.13	A
USGS	13344500	2009-12-08	39.5	A	8.99	A
USGS	13344500	2009-12-09	51.5	A	9.06	A
USGS	13344500	2009-12-10	64.1	A	9.13	A
USGS	13344500	2009-12-11	76.3	A	9.19	A
USGS	13344500	2009-12-12	101	A	9.31	A
USGS	13344500	2009-12-13	122	A	9.40	A
USGS	13344500	2009-12-14	125	A	9.41	A
USGS	13344500	2009-12-15	118	A	9.38	A
USGS	13344500	2009-12-16	118	A	9.38	A
USGS	13344500	2009-12-17	134	A	9.45	A
USGS	13344500	2009-12-18	122	A	9.40	A
USGS	13344500	2009-12-19	117	A	9.38	A
USGS	13344500	2009-12-20	120	A	9.39	A
USGS	13344500	2009-12-21	130	A	9.43	A
USGS	13344500	2009-12-22	138	A	9.46	A
USGS	13344500	2009-12-23	129	A	9.43	A
USGS	13344500	2009-12-24	122	A	9.40	A
USGS	13344500	2009-12-25	119	A	9.38	A
USGS	13344500	2009-12-26	116	A	9.37	A
USGS	13344500	2009-12-27	113	A	9.36	A
USGS	13344500	2009-12-28	111	A	9.35	A
USGS	13344500	2009-12-29	109	A	9.34	A
USGS	13344500	2009-12-30	108	A	9.34	A
USGS	13344500	2009-12-31	109	A	9.34	A
USGS	13344500	2010-01-01	125	A	9.41	A
USGS	13344500	2010-01-02	151	A	9.51	A
USGS	13344500	2010-01-03	127	A	9.42	A
USGS	13344500	2010-01-04	116	A	9.37	A
USGS	13344500	2010-01-05	196	A	9.64	A
USGS	13344500	2010-01-06	357	A	10.16	A
USGS	13344500	2010-01-07	224	A	9.77	A
USGS	13344500	2010-01-08	197	A	9.68	A
USGS	13344500	2010-01-09	184	A	9.63	A
USGS	13344500	2010-01-10	173	A	9.59	A
USGS	13344500	2010-01-11	163	A	9.56	A
USGS	13344500	2010-01-12	161	A	9.55	A
USGS	13344500	2010-01-13	171	A	9.59	A
USGS	13344500	2010-01-14	180	A	9.62	A
USGS	13344500	2010-01-15	178	A	9.61	A
USGS	13344500	2010-01-16	176	A	9.60	A
USGS	13344500	2010-01-17	170	A	9.58	A
USGS	13344500	2010-01-18	169	A	9.58	A
USGS	13344500	2010-01-19	165	A	9.57	A
USGS	13344500	2010-01-20	161	A	9.55	A
USGS	13344500	2010-01-21	157	A	9.54	A
USGS	13344500	2010-01-22	153	A	9.52	A
USGS	13344500	2010-01-23	155	A	9.53	A
USGS	13344500	2010-01-24	150	A	9.51	A
USGS	13344500	2010-01-25	144	A	9.48	A
USGS	13344500	2010-01-26	140	A	9.47	A
USGS	13344500	2010-01-27	141	A	9.47	A
USGS	13344500	2010-01-28	137	A	9.46	A
USGS	13344500	2010-01-29	136	A	9.45	A
USGS	13344500	2010-01-30	134	A	9.44	A
USGS	13344500	2010-01-31	140	A	9.47	A
USGS	13344500	2010-02-01	141	A	9.47	A
USGS	13344500	2010-02-02	140	A	9.47	A
USGS	13344500	2010-02-03	139	A	9.46	A
USGS	13344500	2010-02-04	138	A	9.46	A
USGS	13344500	2010-02-05	140	A	9.47	A
USGS	13344500	2010-02-06	141	A	9.47	A
USGS	13344500	2010-02-07	137	A	9.46	A
USGS	13344500	2010-02-08	136	A	9.45	A
USGS	13344500	2010-02-09	134	A	9.45	A
USGS	13344500	2010-02-10	133	A	9.44	A
USGS	13344500	2010-02-11	130	A	9.43	A
USGS	13344500	2010-02-12	130	A	9.43	A
USGS	13344500	2010-02-13	130	A	9.43	A
USGS	13344500	2010-02-14	132	A	9.44	A
USGS	13344500	2010-02-15	138	A	9.46	A
USGS	13344500	2010-02-16	142	A	9.48	A
USGS	13344500	2010-02-17	144	A	9.49	A
USGS	13344500	2010-02-18	148	A	9.50	A
USGS	13344500	2010-02-19	147	A	9.50	A
USGS	13344500	2010-02-20	144	A	9.49	A
USGS	13344500	2010-02-21	139	A	9.47	A
USGS	13344500	2010-02-22	133	A	9.44	A
USGS	13344500	2010-02-23	132	A	9.44	A
USGS	13344500	2010-02-24	133	A	9.44	A
