# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 15:20:07 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14048000 JOHN DAY RIVER AT MCDONALD FERRY, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14048000
#            TS   parameter     statistic     Description
#        113351       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113351_00060_00003	113351_00060_00003_cd
USGS	14048000	2009-04-08	3960	A
USGS	14048000	2009-04-09	5230	A
USGS	14048000	2009-04-10	7000	A
USGS	14048000	2009-04-11	7050	A
USGS	14048000	2009-04-12	6920	A
USGS	14048000	2009-04-13	7010	A
USGS	14048000	2009-04-14	7010	A
USGS	14048000	2009-04-15	7370	A
USGS	14048000	2009-04-16	6640	A
USGS	14048000	2009-04-17	5890	A
USGS	14048000	2009-04-18	5340	A
USGS	14048000	2009-04-19	5270	A
USGS	14048000	2009-04-20	5620	A
USGS	14048000	2009-04-21	6660	A
USGS	14048000	2009-04-22	8680	A
USGS	14048000	2009-04-23	11100	A
USGS	14048000	2009-04-24	11500	A
USGS	14048000	2009-04-25	9490	A
USGS	14048000	2009-04-26	7670	A
USGS	14048000	2009-04-27	6530	A
USGS	14048000	2009-04-28	5800	A
USGS	14048000	2009-04-29	5440	A
USGS	14048000	2009-04-30	5230	A
USGS	14048000	2009-05-01	4720	A
USGS	14048000	2009-05-02	4720	A
USGS	14048000	2009-05-03	4550	A
USGS	14048000	2009-05-04	5960	A
USGS	14048000	2009-05-05	8920	A
USGS	14048000	2009-05-06	9920	A
USGS	14048000	2009-05-07	10900	A
USGS	14048000	2009-05-08	11400	A
USGS	14048000	2009-05-09	10200	A
USGS	14048000	2009-05-10	8710	A
USGS	14048000	2009-05-11	7810	A
USGS	14048000	2009-05-12	7320	A
USGS	14048000	2009-05-13	7380	A
USGS	14048000	2009-05-14	7070	A
USGS	14048000	2009-05-15	6220	A
USGS	14048000	2009-05-16	6340	A
USGS	14048000	2009-05-17	6240	A
USGS	14048000	2009-05-18	6230	A
USGS	14048000	2009-05-19	6910	A
USGS	14048000	2009-05-20	8050	A
USGS	14048000	2009-05-21	7770	A
USGS	14048000	2009-05-22	6570	A
USGS	14048000	2009-05-23	5750	A
USGS	14048000	2009-05-24	5380	A
USGS	14048000	2009-05-25	5240	A
USGS	14048000	2009-05-26	5110	A
USGS	14048000	2009-05-27	4820	A
USGS	14048000	2009-05-28	4460	A
USGS	14048000	2009-05-29	4190	A
USGS	14048000	2009-05-30	4070	A
USGS	14048000	2009-05-31	4120	A
USGS	14048000	2009-06-01	4230	A
USGS	14048000	2009-06-02	3950	A
USGS	14048000	2009-06-03	3630	A
USGS	14048000	2009-06-04	3450	A
USGS	14048000	2009-06-05	3740	A
USGS	14048000	2009-06-06	3540	A
USGS	14048000	2009-06-07	3540	A
USGS	14048000	2009-06-08	3460	A
USGS	14048000	2009-06-09	3040	A
USGS	14048000	2009-06-10	2650	A
USGS	14048000	2009-06-11	2350	A
USGS	14048000	2009-06-12	2160	A
USGS	14048000	2009-06-13	2100	A
USGS	14048000	2009-06-14	2020	A
USGS	14048000	2009-06-15	2030	A
USGS	14048000	2009-06-16	2440	A
USGS	14048000	2009-06-17	2770	A
USGS	14048000	2009-06-18	2390	A
USGS	14048000	2009-06-19	2050	A
USGS	14048000	2009-06-20	1840	A
USGS	14048000	2009-06-21	1710	A
USGS	14048000	2009-06-22	1730	A
USGS	14048000	2009-06-23	1610	A
USGS	14048000	2009-06-24	1580	A
USGS	14048000	2009-06-25	1480	A
USGS	14048000	2009-06-26	1320	A
USGS	14048000	2009-06-27	1200	A
USGS	14048000	2009-06-28	1090	A
USGS	14048000	2009-06-29	1000	A
USGS	14048000	2009-06-30	945	A
USGS	14048000	2009-07-01	877	A
USGS	14048000	2009-07-02	823	A
USGS	14048000	2009-07-03	765	A
USGS	14048000	2009-07-04	700	A
USGS	14048000	2009-07-05	633	A
USGS	14048000	2009-07-06	580	A
USGS	14048000	2009-07-07	569	A
USGS	14048000	2009-07-08	554	A
USGS	14048000	2009-07-09	548	A
USGS	14048000	2009-07-10	545	A
USGS	14048000	2009-07-11	504	A
USGS	14048000	2009-07-12	476	A
USGS	14048000	2009-07-13	457	A
USGS	14048000	2009-07-14	451	A
USGS	14048000	2009-07-15	429	A
USGS	14048000	2009-07-16	404	A
USGS	14048000	2009-07-17	395	A
USGS	14048000	2009-07-18	380	A
USGS	14048000	2009-07-19	355	A
USGS	14048000	2009-07-20	325	A
USGS	14048000	2009-07-21	304	A
USGS	14048000	2009-07-22	277	A
USGS	14048000	2009-07-23	251	A
USGS	14048000	2009-07-24	224	A
USGS	14048000	2009-07-25	211	A
USGS	14048000	2009-07-26	196	A
USGS	14048000	2009-07-27	188	A
USGS	14048000	2009-07-28	179	A
USGS	14048000	2009-07-29	161	A
USGS	14048000	2009-07-30	148	A
USGS	14048000	2009-07-31	140	A
USGS	14048000	2009-08-01	133	A
USGS	14048000	2009-08-02	123	A
USGS	14048000	2009-08-03	114	A
USGS	14048000	2009-08-04	109	A
USGS	14048000	2009-08-05	151	A
USGS	14048000	2009-08-06	114	A
USGS	14048000	2009-08-07	104	A
USGS	14048000	2009-08-08	99.3	A
USGS	14048000	2009-08-09	97.0	A
USGS	14048000	2009-08-10	100	A
USGS	14048000	2009-08-11	120	A
USGS	14048000	2009-08-12	390	A
USGS	14048000	2009-08-13	320	A
USGS	14048000	2009-08-14	254	A
USGS	14048000	2009-08-15	217	A
USGS	14048000	2009-08-16	199	A
USGS	14048000	2009-08-17	176	A
USGS	14048000	2009-08-18	170	A
USGS	14048000	2009-08-19	171	A
USGS	14048000	2009-08-20	168	A
USGS	14048000	2009-08-21	151	A
USGS	14048000	2009-08-22	139	A
USGS	14048000	2009-08-23	130	A
USGS	14048000	2009-08-24	122	A
USGS	14048000	2009-08-25	120	A
USGS	14048000	2009-08-26	111	A
USGS	14048000	2009-08-27	103	A
USGS	14048000	2009-08-28	93.2	A
USGS	14048000	2009-08-29	87.0	A
USGS	14048000	2009-08-30	84.6	A
USGS	14048000	2009-08-31	83.0	A
USGS	14048000	2009-09-01	79.9	A
USGS	14048000	2009-09-02	78.8	A
USGS	14048000	2009-09-03	78.4	A
USGS	14048000	2009-09-04	74.9	A
USGS	14048000	2009-09-05	72.7	A
USGS	14048000	2009-09-06	77.4	A
USGS	14048000	2009-09-07	75.9	A
USGS	14048000	2009-09-08	74.8	A
USGS	14048000	2009-09-09	77.4	A
USGS	14048000	2009-09-10	78.1	A
USGS	14048000	2009-09-11	72.9	A
USGS	14048000	2009-09-12	72.5	A
USGS	14048000	2009-09-13	70.5	A
USGS	14048000	2009-09-14	70.5	A
USGS	14048000	2009-09-15	70.4	A
USGS	14048000	2009-09-16	71.2	A
USGS	14048000	2009-09-17	72.7	A
USGS	14048000	2009-09-18	75.7	A
USGS	14048000	2009-09-19	77.3	A
USGS	14048000	2009-09-20	75.9	A
USGS	14048000	2009-09-21	73.0	A
USGS	14048000	2009-09-22	69.1	A
USGS	14048000	2009-09-23	81.1	A
USGS	14048000	2009-09-24	82.4	A
USGS	14048000	2009-09-25	81.2	A
USGS	14048000	2009-09-26	78.6	A
USGS	14048000	2009-09-27	77.2	A
USGS	14048000	2009-09-28	71.4	A
USGS	14048000	2009-09-29	72.4	A
USGS	14048000	2009-09-30	73.6	A
USGS	14048000	2009-10-01	77.9	A
USGS	14048000	2009-10-02	75.2	A
USGS	14048000	2009-10-03	83.3	A
USGS	14048000	2009-10-04	102	A
USGS	14048000	2009-10-05	105	A
USGS	14048000	2009-10-06	147	A
USGS	14048000	2009-10-07	229	A
USGS	14048000	2009-10-08	274	A
USGS	14048000	2009-10-09	303	A
USGS	14048000	2009-10-10	317	A
USGS	14048000	2009-10-11	313	A
USGS	14048000	2009-10-12	307	A
USGS	14048000	2009-10-13	307	A
USGS	14048000	2009-10-14	316	A
USGS	14048000	2009-10-15	317	A
USGS	14048000	2009-10-16	320	A
USGS	14048000	2009-10-17	331	A
USGS	14048000	2009-10-18	352	A
USGS	14048000	2009-10-19	391	A
USGS	14048000	2009-10-20	401	A
USGS	14048000	2009-10-21	376	A
USGS	14048000	2009-10-22	359	A
USGS	14048000	2009-10-23	353	A
USGS	14048000	2009-10-24	352	A
USGS	14048000	2009-10-25	342	A
USGS	14048000	2009-10-26	345	A
USGS	14048000	2009-10-27	357	A
USGS	14048000	2009-10-28	365	A
USGS	14048000	2009-10-29	389	A
USGS	14048000	2009-10-30	386	A
USGS	14048000	2009-10-31	384	A
USGS	14048000	2009-11-01	398	A
USGS	14048000	2009-11-02	402	A
USGS	14048000	2009-11-03	416	A
USGS	14048000	2009-11-04	474	A
USGS	14048000	2009-11-05	469	A
USGS	14048000	2009-11-06	459	A
USGS	14048000	2009-11-07	428	A
USGS	14048000	2009-11-08	409	A
USGS	14048000	2009-11-09	401	A
USGS	14048000	2009-11-10	402	A
USGS	14048000	2009-11-11	405	A
USGS	14048000	2009-11-12	416	A
USGS	14048000	2009-11-13	416	A
USGS	14048000	2009-11-14	404	A
USGS	14048000	2009-11-15	406	A
USGS	14048000	2009-11-16	422	A
USGS	14048000	2009-11-17	421	A
USGS	14048000	2009-11-18	398	A
USGS	14048000	2009-11-19	375	A
USGS	14048000	2009-11-20	373	A
USGS	14048000	2009-11-21	408	A
USGS	14048000	2009-11-22	435	A
USGS	14048000	2009-11-23	425	A
USGS	14048000	2009-11-24	409	A
USGS	14048000	2009-11-25	419	A
USGS	14048000	2009-11-26	413	A
USGS	14048000	2009-11-27	411	A
USGS	14048000	2009-11-28	392	A
USGS	14048000	2009-11-29	393	A
USGS	14048000	2009-11-30	416	A
USGS	14048000	2009-12-01	447	A
USGS	14048000	2009-12-02	456	A
USGS	14048000	2009-12-03	422	A
USGS	14048000	2009-12-04	387	A
USGS	14048000	2009-12-05	389	A
USGS	14048000	2009-12-06	360	A:e
USGS	14048000	2009-12-07	310	A:e
USGS	14048000	2009-12-08	270	A:e
USGS	14048000	2009-12-09	240	A:e
USGS	14048000	2009-12-10	220	A:e
USGS	14048000	2009-12-11	210	A:e
USGS	14048000	2009-12-12	210	A:e
USGS	14048000	2009-12-13	220	A:e
USGS	14048000	2009-12-14	250	A:e
USGS	14048000	2009-12-15	300	A:e
USGS	14048000	2009-12-16	400	A:e
USGS	14048000	2009-12-17	582	A
USGS	14048000	2009-12-18	710	A
USGS	14048000	2009-12-19	738	A
USGS	14048000	2009-12-20	710	A
USGS	14048000	2009-12-21	690	A:e
USGS	14048000	2009-12-22	700	A:e
USGS	14048000	2009-12-23	610	A:e
USGS	14048000	2009-12-24	530	A:e
USGS	14048000	2009-12-25	480	A:e
USGS	14048000	2009-12-26	440	A:e
USGS	14048000	2009-12-27	430	A:e
USGS	14048000	2009-12-28	400	A:e
USGS	14048000	2009-12-29	425	A:e
USGS	14048000	2009-12-30	410	A:e
USGS	14048000	2009-12-31	410	A:e
USGS	14048000	2010-01-01	400	A:e
USGS	14048000	2010-01-02	420	A:e
USGS	14048000	2010-01-03	440	A:e
USGS	14048000	2010-01-04	468	A
USGS	14048000	2010-01-05	494	A
USGS	14048000	2010-01-06	569	A
USGS	14048000	2010-01-07	1070	A
USGS	14048000	2010-01-08	2350	A
USGS	14048000	2010-01-09	1880	A
USGS	14048000	2010-01-10	1270	A
USGS	14048000	2010-01-11	1020	A
USGS	14048000	2010-01-12	935	A
USGS	14048000	2010-01-13	929	A
USGS	14048000	2010-01-14	1030	A
USGS	14048000	2010-01-15	1760	A
USGS	14048000	2010-01-16	1860	A
USGS	14048000	2010-01-17	1390	A
USGS	14048000	2010-01-18	1260	A
USGS	14048000	2010-01-19	1400	A
USGS	14048000	2010-01-20	1410	A
USGS	14048000	2010-01-21	1350	A
USGS	14048000	2010-01-22	1200	A
USGS	14048000	2010-01-23	1070	A
USGS	14048000	2010-01-24	1010	A
USGS	14048000	2010-01-25	980	A
USGS	14048000	2010-01-26	954	A
USGS	14048000	2010-01-27	931	A
USGS	14048000	2010-01-28	992	A
USGS	14048000	2010-01-29	1030	A
USGS	14048000	2010-01-30	1030	A
USGS	14048000	2010-01-31	1020	A
USGS	14048000	2010-02-01	1100	A
USGS	14048000	2010-02-02	1140	A
USGS	14048000	2010-02-03	1240	A
USGS	14048000	2010-02-04	1210	A
USGS	14048000	2010-02-05	1210	A
USGS	14048000	2010-02-06	1270	A
USGS	14048000	2010-02-07	1260	A
USGS	14048000	2010-02-08	1310	A
USGS	14048000	2010-02-09	1280	A
USGS	14048000	2010-02-10	1240	A
USGS	14048000	2010-02-11	1190	A
USGS	14048000	2010-02-12	1150	A
USGS	14048000	2010-02-13	1130	A
USGS	14048000	2010-02-14	1160	A
USGS	14048000	2010-02-15	1320	A
USGS	14048000	2010-02-16	1470	A
USGS	14048000	2010-02-17	2060	A
USGS	14048000	2010-02-18	2560	A
USGS	14048000	2010-02-19	2760	A
USGS	14048000	2010-02-20	2400	A
USGS	14048000	2010-02-21	2090	A
USGS	14048000	2010-02-22	1810	A
USGS	14048000	2010-02-23	1570	A
USGS	14048000	2010-02-24	1400	A
USGS	14048000	2010-02-25	1280	A
USGS	14048000	2010-02-26	1310	A
USGS	14048000	2010-02-27	1340	A
USGS	14048000	2010-02-28	1270	A
USGS	14048000	2010-03-01	1280	A
USGS	14048000	2010-03-02	1350	A
USGS	14048000	2010-03-03	1350	A
USGS	14048000	2010-03-04	1380	A
USGS	14048000	2010-03-05	1750	A
USGS	14048000	2010-03-06	1980	A
USGS	14048000	2010-03-07	1890	A
USGS	14048000	2010-03-08	1800	A
USGS	14048000	2010-03-09	1780	A
USGS	14048000	2010-03-10	1820	A
USGS	14048000	2010-03-11	1720	A
USGS	14048000	2010-03-12	1570	A
USGS	14048000	2010-03-13	1460	A
USGS	14048000	2010-03-14	1380	A
USGS	14048000	2010-03-15	1400	A
USGS	14048000	2010-03-16	1380	A
USGS	14048000	2010-03-17	1280	A
USGS	14048000	2010-03-18	1300	A
USGS	14048000	2010-03-19	1490	A
USGS	14048000	2010-03-20	1740	A
USGS	14048000	2010-03-21	1730	A
USGS	14048000	2010-03-22	1670	A
USGS	14048000	2010-03-23	1690	A
USGS	14048000	2010-03-24	1830	A
USGS	14048000	2010-03-25	1840	A
USGS	14048000	2010-03-26	1730	A
USGS	14048000	2010-03-27	1750	A
USGS	14048000	2010-03-28	1800	A
USGS	14048000	2010-03-29	1740	A
USGS	14048000	2010-03-30	1650	A
USGS	14048000	2010-03-31	1850	A
USGS	14048000	2010-04-01	2800	A
USGS	14048000	2010-04-02	2630	A
USGS	14048000	2010-04-03	2320	A
USGS	14048000	2010-04-04	2170	A
USGS	14048000	2010-04-05	2020	A
USGS	14048000	2010-04-06	1880	A
USGS	14048000	2010-04-07	1840	A
USGS	14048000	2010-04-08	1870	A
USGS	14048000	2010-04-09	1850	A
USGS	14048000	2010-04-10	2140	A
USGS	14048000	2010-04-11	2190	A
USGS	14048000	2010-04-12	2070	A
USGS	14048000	2010-04-13	2030	A
USGS	14048000	2010-04-14	2120	A
USGS	14048000	2010-04-15	2350	A
USGS	14048000	2010-04-16	2550	A
USGS	14048000	2010-04-17	2680	A
USGS	14048000	2010-04-18	3070	A
USGS	14048000	2010-04-19	3730	A
USGS	14048000	2010-04-20	4090	A
USGS	14048000	2010-04-21	4620	A
USGS	14048000	2010-04-22	5810	A
USGS	14048000	2010-04-23	7050	A
USGS	14048000	2010-04-24	6010	A
USGS	14048000	2010-04-25	5210	A
USGS	14048000	2010-04-26	4700	A
USGS	14048000	2010-04-27	4220	A
USGS	14048000	2010-04-28	3970	A
USGS	14048000	2010-04-29	4750	A
USGS	14048000	2010-04-30	4950	A
USGS	14048000	2010-05-01	4440	A
USGS	14048000	2010-05-02	3890	A
USGS	14048000	2010-05-03	3570	A
USGS	14048000	2010-05-04	3380	A
USGS	14048000	2010-05-05	3200	A
USGS	14048000	2010-05-06	3140	A
USGS	14048000	2010-05-07	3070	A
USGS	14048000	2010-05-08	3030	A
USGS	14048000	2010-05-09	2940	A
USGS	14048000	2010-05-10	2830	A
USGS	14048000	2010-05-11	2730	A
USGS	14048000	2010-05-12	2860	A
USGS	14048000	2010-05-13	3870	A
USGS	14048000	2010-05-14	4000	A
USGS	14048000	2010-05-15	3770	A
USGS	14048000	2010-05-16	3720	A
USGS	14048000	2010-05-17	3790	A
USGS	14048000	2010-05-18	4070	A
USGS	14048000	2010-05-19	4690	A
USGS	14048000	2010-05-20	5970	A
USGS	14048000	2010-05-21	5820	A
USGS	14048000	2010-05-22	5700	A
USGS	14048000	2010-05-23	5150	A
USGS	14048000	2010-05-24	5100	A
USGS	14048000	2010-05-25	4700	A
USGS	14048000	2010-05-26	4280	A
USGS	14048000	2010-05-27	3950	A
USGS	14048000	2010-05-28	4100	A
USGS	14048000	2010-05-29	4510	A
USGS	14048000	2010-05-30	5370	A
USGS	14048000	2010-05-31	5420	A
USGS	14048000	2010-06-01	5080	A
USGS	14048000	2010-06-02	5520	A
USGS	14048000	2010-06-03	6210	A
USGS	14048000	2010-06-04	14100	A
USGS	14048000	2010-06-05	16900	A
USGS	14048000	2010-06-06	19600	A
USGS	14048000	2010-06-07	15900	A
USGS	14048000	2010-06-08	13500	A
USGS	14048000	2010-06-09	11100	A
USGS	14048000	2010-06-10	9400	A
USGS	14048000	2010-06-11	8700	A
USGS	14048000	2010-06-12	7960	A
USGS	14048000	2010-06-13	7060	A
USGS	14048000	2010-06-14	6090	A
USGS	14048000	2010-06-15	5420	A
USGS	14048000	2010-06-16	4870	A
USGS	14048000	2010-06-17	4460	A
USGS	14048000	2010-06-18	4180	A
USGS	14048000	2010-06-19	4160	A
USGS	14048000	2010-06-20	3790	A
USGS	14048000	2010-06-21	3520	A
USGS	14048000	2010-06-22	3670	A
USGS	14048000	2010-06-23	3660	A
USGS	14048000	2010-06-24	3240	A
USGS	14048000	2010-06-25	2920	A
USGS	14048000	2010-06-26	2780	A
USGS	14048000	2010-06-27	2580	A
USGS	14048000	2010-06-28	2390	A
USGS	14048000	2010-06-29	2150	A
USGS	14048000	2010-06-30	1950	A
USGS	14048000	2010-07-01	1790	A
USGS	14048000	2010-07-02	1660	A
USGS	14048000	2010-07-03	1560	A
USGS	14048000	2010-07-04	1450	A
USGS	14048000	2010-07-05	1430	A
USGS	14048000	2010-07-06	1390	A
USGS	14048000	2010-07-07	1260	A
USGS	14048000	2010-07-08	1140	A
USGS	14048000	2010-07-09	1050	A
USGS	14048000	2010-07-10	960	A
USGS	14048000	2010-07-11	886	A
USGS	14048000	2010-07-12	831	A
USGS	14048000	2010-07-13	766	A
USGS	14048000	2010-07-14	715	A
USGS	14048000	2010-07-15	666	A
USGS	14048000	2010-07-16	612	A
USGS	14048000	2010-07-17	577	A
USGS	14048000	2010-07-18	545	A
USGS	14048000	2010-07-19	517	A
USGS	14048000	2010-07-20	490	A
USGS	14048000	2010-07-21	458	A
USGS	14048000	2010-07-22	432	A
USGS	14048000	2010-07-23	407	A
USGS	14048000	2010-07-24	382	A
USGS	14048000	2010-07-25	372	A
USGS	14048000	2010-07-26	348	A
USGS	14048000	2010-07-27	325	A
USGS	14048000	2010-07-28	309	A
USGS	14048000	2010-07-29	308	A
USGS	14048000	2010-07-30	299	A
USGS	14048000	2010-07-31	297	A
USGS	14048000	2010-08-01	326	A
USGS	14048000	2010-08-02	313	A
USGS	14048000	2010-08-03	292	A
USGS	14048000	2010-08-04	268	A
USGS	14048000	2010-08-05	249	A
USGS	14048000	2010-08-06	232	A
USGS	14048000	2010-08-07	217	A
USGS	14048000	2010-08-08	205	A
USGS	14048000	2010-08-09	191	A
USGS	14048000	2010-08-10	184	A
USGS	14048000	2010-08-11	182	A
USGS	14048000	2010-08-12	173	A
USGS	14048000	2010-08-13	164	A
USGS	14048000	2010-08-14	165	A
USGS	14048000	2010-08-15	162	A
USGS	14048000	2010-08-16	159	A
USGS	14048000	2010-08-17	175	A
USGS	14048000	2010-08-18	190	A
USGS	14048000	2010-08-19	169	A
USGS	14048000	2010-08-20	158	A
USGS	14048000	2010-08-21	157	A
USGS	14048000	2010-08-22	143	A
USGS	14048000	2010-08-23	138	A
USGS	14048000	2010-08-24	128	A
USGS	14048000	2010-08-25	124	A
USGS	14048000	2010-08-26	115	A
USGS	14048000	2010-08-27	108	A
USGS	14048000	2010-08-28	107	A
USGS	14048000	2010-08-29	104	A
USGS	14048000	2010-08-30	102	A
USGS	14048000	2010-08-31	108	A
USGS	14048000	2010-09-01	112	A
USGS	14048000	2010-09-02	109	A
USGS	14048000	2010-09-03	107	A
USGS	14048000	2010-09-04	110	A
USGS	14048000	2010-09-05	111	A
USGS	14048000	2010-09-06	114	A
USGS	14048000	2010-09-07	126	A
USGS	14048000	2010-09-08	137	A
USGS	14048000	2010-09-09	139	A
USGS	14048000	2010-09-10	136	A
USGS	14048000	2010-09-11	133	A
USGS	14048000	2010-09-12	135	A
USGS	14048000	2010-09-13	150	A
USGS	14048000	2010-09-14	170	A
USGS	14048000	2010-09-15	177	A
USGS	14048000	2010-09-16	200	A
USGS	14048000	2010-09-17	198	A
USGS	14048000	2010-09-18	208	A
USGS	14048000	2010-09-19	253	A
USGS	14048000	2010-09-20	220	A
USGS	14048000	2010-09-21	203	A
USGS	14048000	2010-09-22	205	A
USGS	14048000	2010-09-23	210	A
USGS	14048000	2010-09-24	224	A
USGS	14048000	2010-09-25	234	A
USGS	14048000	2010-09-26	254	A
USGS	14048000	2010-09-27	246	A
USGS	14048000	2010-09-28	234	A
USGS	14048000	2010-09-29	220	A
USGS	14048000	2010-09-30	209	A
USGS	14048000	2010-10-01	200	A
USGS	14048000	2010-10-02	195	A
USGS	14048000	2010-10-03	190	A
USGS	14048000	2010-10-04	187	A
USGS	14048000	2010-10-05	196	A
USGS	14048000	2010-10-06	217	A
USGS	14048000	2010-10-07	232	A
USGS	14048000	2010-10-08	257	A
USGS	14048000	2010-10-09	300	A
USGS	14048000	2010-10-10	339	A
USGS	14048000	2010-10-11	360	A
USGS	14048000	2010-10-12	481	A
USGS	14048000	2010-10-13	473	A
USGS	14048000	2010-10-14	420	A
USGS	14048000	2010-10-15	393	A
USGS	14048000	2010-10-16	387	A
USGS	14048000	2010-10-17	375	A
USGS	14048000	2010-10-18	364	A
USGS	14048000	2010-10-19	356	A
USGS	14048000	2010-10-20	350	A
USGS	14048000	2010-10-21	344	A
USGS	14048000	2010-10-22	341	A
USGS	14048000	2010-10-23	342	A
USGS	14048000	2010-10-24	368	A
USGS	14048000	2010-10-25	368	A
USGS	14048000	2010-10-26	360	A
USGS	14048000	2010-10-27	367	A
USGS	14048000	2010-10-28	435	A
USGS	14048000	2010-10-29	566	A
USGS	14048000	2010-10-30	506	A
USGS	14048000	2010-10-31	474	A
USGS	14048000	2010-11-01	463	A
USGS	14048000	2010-11-02	475	A
USGS	14048000	2010-11-03	482	A
USGS	14048000	2010-11-04	507	A
USGS	14048000	2010-11-05	536	A
USGS	14048000	2010-11-06	516	A
USGS	14048000	2010-11-07	515	A
USGS	14048000	2010-11-08	493	A
USGS	14048000	2010-11-09	483	A
USGS	14048000	2010-11-10	492	A
USGS	14048000	2010-11-11	554	A
USGS	14048000	2010-11-12	629	A
USGS	14048000	2010-11-13	591	A
USGS	14048000	2010-11-14	577	A
USGS	14048000	2010-11-15	568	A
USGS	14048000	2010-11-16	563	A
USGS	14048000	2010-11-17	627	A
USGS	14048000	2010-11-18	1040	A
USGS	14048000	2010-11-19	1030	A
USGS	14048000	2010-11-20	934	A
USGS	14048000	2010-11-21	852	A
USGS	14048000	2010-11-22	801	A
USGS	14048000	2010-11-23	751	A
USGS	14048000	2010-11-24	720	A:e
USGS	14048000	2010-11-25	680	A:e
USGS	14048000	2010-11-26	580	A:e
USGS	14048000	2010-11-27	490	A:e
USGS	14048000	2010-11-28	470	A:e
USGS	14048000	2010-11-29	520	A:e
USGS	14048000	2010-11-30	600	A:e
USGS	14048000	2010-12-01	668	A
USGS	14048000	2010-12-02	684	A
USGS	14048000	2010-12-03	703	A
USGS	14048000	2010-12-04	758	A
USGS	14048000	2010-12-05	854	A
USGS	14048000	2010-12-06	922	A
USGS	14048000	2010-12-07	893	A
USGS	14048000	2010-12-08	896	A
USGS	14048000	2010-12-09	931	A
USGS	14048000	2010-12-10	1060	A
USGS	14048000	2010-12-11	1760	A
USGS	14048000	2010-12-12	2560	A
USGS	14048000	2010-12-13	2680	A
USGS	14048000	2010-12-14	5020	A
USGS	14048000	2010-12-15	8400	A
USGS	14048000	2010-12-16	7360	A
USGS	14048000	2010-12-17	4950	A
USGS	14048000	2010-12-18	3590	A
USGS	14048000	2010-12-19	2920	A
USGS	14048000	2010-12-20	2580	A
USGS	14048000	2010-12-21	2400	A
USGS	14048000	2010-12-22	2180	A
USGS	14048000	2010-12-23	1960	A
USGS	14048000	2010-12-24	1800	A
USGS	14048000	2010-12-25	1720	A
USGS	14048000	2010-12-26	1640	A
USGS	14048000	2010-12-27	1660	A
USGS	14048000	2010-12-28	1710	A
USGS	14048000	2010-12-29	2090	A
USGS	14048000	2010-12-30	3360	A
USGS	14048000	2010-12-31	4090	A
USGS	14048000	2011-01-01	2800	A
USGS	14048000	2011-01-02	2010	A:e
USGS	14048000	2011-01-03	1530	A:e
USGS	14048000	2011-01-04	1320	A:e
USGS	14048000	2011-01-05	1210	A:e
USGS	14048000	2011-01-06	1140	A:e
USGS	14048000	2011-01-07	1100	A:e
USGS	14048000	2011-01-08	1060	A:e
USGS	14048000	2011-01-09	1040	A:e
USGS	14048000	2011-01-10	1030	A:e
USGS	14048000	2011-01-11	1070	A:e
USGS	14048000	2011-01-12	1140	A:e
USGS	14048000	2011-01-13	1210	A:e
USGS	14048000	2011-01-14	1370	A
USGS	14048000	2011-01-15	1750	A
USGS	14048000	2011-01-16	3450	A
USGS	14048000	2011-01-17	8630	A
USGS	14048000	2011-01-18	23400	A
USGS	14048000	2011-01-19	17300	A
USGS	14048000	2011-01-20	11300	A
USGS	14048000	2011-01-21	8380	A
USGS	14048000	2011-01-22	7440	A
USGS	14048000	2011-01-23	8860	A
USGS	14048000	2011-01-24	8010	A
USGS	14048000	2011-01-25	6850	A
USGS	14048000	2011-01-26	6490	A
USGS	14048000	2011-01-27	6080	A
USGS	14048000	2011-01-28	5510	A
USGS	14048000	2011-01-29	5060	A
USGS	14048000	2011-01-30	4710	A
USGS	14048000	2011-01-31	4390	A
USGS	14048000	2011-02-01	4090	A
USGS	14048000	2011-02-02	3770	A
USGS	14048000	2011-02-03	3070	A
USGS	14048000	2011-02-04	2640	A
USGS	14048000	2011-02-05	2910	A
USGS	14048000	2011-02-06	3170	A
USGS	14048000	2011-02-07	3200	A
USGS	14048000	2011-02-08	3600	A
USGS	14048000	2011-02-09	3780	A
USGS	14048000	2011-02-10	3420	A
USGS	14048000	2011-02-11	2920	A
USGS	14048000	2011-02-12	2770	A
USGS	14048000	2011-02-13	2840	A
USGS	14048000	2011-02-14	2920	A
USGS	14048000	2011-02-15	2880	A
USGS	14048000	2011-02-16	3060	A
USGS	14048000	2011-02-17	3470	A
USGS	14048000	2011-02-18	4080	A
