"","event_type_name","event_site_name","start_antenna_id","end_antenna_id","start_ant_group","end_ant_group","ant_config","non_ascent"
"228","Observation","ENA - Upper Entiat River at rkm 17.1","41","41","UPSTREAM ANTENNA ARRAY","UPSTREAM ANTENNA ARRAY",100,NA
"229","Observation","MAD - Mad River, Entiat River Basin","35","35","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"230","Observation","LLR - Lower Lemhi River","A6","A3","DOWNSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"231","Observation","HYC - Hayden Creek In-stream Array","A6","A3","DOWNSTREAM ARRAY","UPSTREAM ARRAY",120,NA
"232","Observation","LWL - Ltl. White Salmon NFH returns","02","02","DOWNSTREAM","DOWNSTREAM",100,NA
"233","Observation","RIA2 - Rock Island Adult Middle Ladder","07","06","MIDDLE LADDER BAFFLE 2","MIDDLE LADDER BAFFLE 4",100,NA
"234","Observation","CHW - Chiwaukum Creek","04","01","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"235","Observation","RIA1 - Rock Island Adult Left Ladder","04","02","LEFT LADDER BAFFLE 2","LEFT LADDER BAFFLE 4",100,NA
"236","Observation","GOJ - Little Goose Dam Juvenile","01","F2","FULL FLOW BYPASS","ADULT FISH RETURN",150,NA
"237","Observation","JD1 - John Day River, McDonald Ferry","05","02","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"238","Observation","The Dalles Adult Fishways (combined)","02","01","Counting Window","Counting Window",100,NA
"239","Observation","LRW - Lemhi River Weir","A1","A1","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"240","Observation","IR1 - Lower Imnaha River ISA @ km 7","B3","B3","STREAM CENTER RIGHT","STREAM CENTER RIGHT",100,NA
"241","Observation","IR2 - Lower Imnaha River ISA @ km 10","A5","A4","STREAM BANK RIGHT","STREAM CENTER RIGHT",100,NA
"242","Observation","BSC - Big Sheep Creek ISA at km 6","A4","A1","DOWNSTREAM RIGHT","UPSTREAM LEFT",100,NA
"243","Observation","KHS - Big Bear Cr. @ Kendrick HS","A3","A5","UPPER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",110,NA
"244","Observation","CMP - Camp Creek at rkm 2 - Imnaha","C2","C4","Upstream Array","Downstream Array",100,NA
"245","Observation","CRW - Chewuch River above Winthrop","06","06","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"246","Observation","BGM - Burlingame Dam and Canal","F5","F3","BYPASS SLOT","ADULT FISHWAY",110,NA
"247","Observation","AFC - No./So. Fk Asotin Cr. Jct. ISA","05","05","MAINSTEM ASOTIN CREEK ARRAY","MAINSTEM ASOTIN CREEK ARRAY",100,NA
"248","Observation","CCA - Lower Charley Creek ISA","02","01","Downstream Antenna","Upstream Antenna",90,NA
"249","Observation","DWL - Dworshak NFH adult trap","A1","A2","UPSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"250","Observation","SC1 - Lower SF Clearwater R at rkm 1","B2","B2","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"251","Observation","SC2 - Lower SF Clearwater R at rkm 2","A1","A1","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"252","Observation","DRM - Deschutes River mouth","0A","04","Downstream Array","Upstream Array",100,NA
"253","Observation","HRM - Hood River Mouth","F2","F2","UPSTREAM","UPSTREAM",100,NA
"254","Observation","TMF - Three Mile Falls Dam Combined","01","01","ADULT FISH LADDER","ADULT FISH LADDER",100,NA
"255","Observation","JUL - Potlatch River near Juliaetta","A6","A1","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"256","Observation","SWT - Sweetwater Cr. near its mouth","B2","B1","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"257","Observation","MIS - Mission Creek","C2","C2","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"258","Observation","JOC - Joseph Creek ISA @ km 3","A4","A2","DOWNSTREAM LEFT","UPSTREAM CENTER",100,NA
"259","Observation","TFH - Tucannon Fish Hatchery","0C","0C","Downstream Array D","Downstream Array D",110,NA
"260","Observation","KRS - SF Salmon River at Krassel Cr.","A3","A3","IN-RIVER PASS-OVER MUX ARRAY","IN-RIVER PASS-OVER MUX ARRAY",110,NA
"261","Observation","MTR - Middle Tucannon River","B2","B2","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"262","Observation","ROZ - Roza Diversion Dam (Combined)","01","01","UPSTREAM WEIR","UPSTREAM WEIR",110,NA
"263","Observation","CHL - Lower Chiwawa River","86","86","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"264","Observation","CHU - Upper Chiwawa River","92","92","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"265","Observation","RCT - Roaring Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"266","Observation","PES - Peshastin Creek","16","11","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"267","Observation","MWE - Middle Wenatchee River","75","72","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"268","Observation","UCT - Upper Chiwawa Temporary Array","F1","F1","Instream Array","Instream Array",100,NA
"269","Observation","BCP - Butcher Creek Acclimation Pond","02","02","POND EXIT","POND EXIT",100,NA
"270","Observation","GLC - Gold Creek, Methow River","E5","E4","LOWER IN-STREAM ARRAY","MIDDLE IN-STREAM ARRAY",110,NA
"271","Observation","UWE - Upper Wenatchee River","B5","B5","IN-STREAM ARRAY","IN-STREAM ARRAY",110,NA
"272","Observation","ICL - Lower Icicle Instream Array","B4","B4","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"273","Observation","WTL - White River, Wenatchee Basin","B6","B6","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"274","Observation","BBT - Touchet River at Bolles Bridge","F1","F1","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"275","Observation","MCD - Mill Creek Diversion Project","A2","02","DIVISION WORKS FISH LADDER","DIVERSION DAM FISH LADDER",160,NA
"276","Observation","YHC - Yellowhawk Creek","A1","A1","INSTREAM ANTENNA AT HEADGATE","INSTREAM ANTENNA AT HEADGATE",100,NA
"277","Observation","ENF - Upper Entiat River at rkm 40.6","81","81","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"278","Observation","NBA - Nursery Bridge Adult","02","02","EAST [NEW] LADDER","EAST [NEW] LADDER",150,NA
"279","Observation","WW1 - Harris Bridge S F Walla Walla","02","01","RIGHT","LEFT",130,NA
"280","Observation","WW2 - SF Walla Walla at Bear Creek","02","02","RIGHT","RIGHT",110,NA
"281","Observation","LWN - Little Wenatchee River","B4","B1","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"282","Observation","CCT - Chikamin Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"283","Observation","ENS - Upper Entiat River at rkm 35.7","66","62","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"284","Observation","KCB - Kiwanis Camp Bridge, Mill C","02","02","COIL 2","COIL 2",100,NA
"285","Observation","BMT - Big Meadow Temporary Array","01","01","Single Antenna","Single Antenna",100,NA
"286","Observation","UPT - Upper Peshastin Temporary Arr.","01","01","Instream Array","Instream Array",100,NA
"287","Observation","TCT - Tronsen Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"288","Observation","PRO - Prosser Diversion Dam Combined","02","01","LEFT BANK LDR COUNTING WINDOW","LEFT BANK LDR COUNTING WINDOW",110,NA
"289","Observation","SHK - Shitike Creek PIT Array","02","02","PIT Tag Array","PIT Tag Array",100,NA
"290","Observation","SCP - Spring Creek Acclimation Pond","F3","F1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",110,NA
"291","Observation","STL - Sawtooth Hatchery Adult Trap","A3","A1","KEYWAY 1 - ORIFICE","KEYWAY 3 - ORIFICE",100,NA
"292","Observation","85M - Eightmile Ck at Fivemile Ck","F4","F6","Upstream Eightmile Ck","Downstream Eightmile Ck",100,NA
"293","Observation","MJ1 - Middle Fork John Day Array","A1","A1","Upstream Array","Upstream Array",110,NA
"294","Observation","RCL - Rock Creek (WA) at rkm 5","A5","A6","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"295","Observation","VC2 - Valley Creek, Downstream Site","02","02","SPEEDBUMP ANTENNA ARRAY","SPEEDBUMP ANTENNA ARRAY",110,NA
"296","Observation","VC1 - Valley Creek, Upstream Site","04","04","Downstream Array","Downstream Array",110,NA
"297","Observation","TAY - Big Creek at Taylor Ranch","B4","B4","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"298","Observation","ZEN - Secesh River at Zena Cr. Ranch","B2","A3","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",110,NA
"299","Observation","LMA - Lower Monumental Adult Ladders","04","03","Right Ladder","Right Ladder",100,NA
"300","Observation","GOA - Little Goose Fish Ladder","02","01","Counting Window","Counting Window",100,NA
"301","Observation","FDD - Feed Diversion Dam","B1","B2","UPPER DAM NOTCH","LOWER DAM NOTCH",100,NA
"302","Observation","MCL - Lower Mission Creek Instream","B4","B1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"303","Observation","RFP - Rolfing Acclimation Pond","03","01","POND EXIT","POND EXIT",110,NA
"304","Observation","PRV - Walla Walla R at Pierce RV Prk","A1","A1","ARRAY","ARRAY",100,NA
"305","Observation","RZF - Roza Dam Fishway","03","01","DOWNSTREAM WEIR","UPSTREAM WEIR",100,NA
"306","Observation","RCS - Rock Creek (WA) at rkm 14","B6","B6","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"307","Observation","USI - Upper Salmon River at rkm 460","A1","A1","ARRAY","ARRAY",100,NA
"308","Observation","IR3 - Upper Imnaha River ISA @ km 41","C4","C4","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"309","Observation","ACM - Asotin Creek near mouth","F3","F1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"310","Observation","HLM - Potlatch River near Helmer","A1","A3","UPPER LEFT 20-FT ANTENNA","LOWER LEFT 20-FT ANTENNA",100,NA
"311","Observation","MWC - Maxwell Canal","A1","B1","HEADGATE","DIVERSION SCREEN",100,NA
"312","Observation","SAT - Lower Satus Creek","13","12","Downstream","Upstream",100,NA
"313","Observation","UGR - Upper Grande Ronde at rkm 155","A5","A5","SINGLE ARRAY","SINGLE ARRAY",100,NA
"314","Observation","LBC - Libby Creek, Methow River","C4","C4","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"315","Observation","UTR - Upper Tucannon River","A1","A1","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"316","Observation","TLT - Tillicum Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"317","Observation","MRT - Methow River at Twisp","02","02","Upstream array","Upstream array",120,NA
"318","Observation","BR0 - Bridge Creek Gauge","B2","B2","Downstream","Downstream",100,NA
"319","Observation","BR1 - Bridge Creek Kiosk","F2","F1","Downstream","Upstream",100,NA
"320","Observation","BR2 - Bridge Creek Gable","F4","F4","Downstream Bridge Creek","Downstream Bridge Creek",90,NA
"321","Observation","LRL - Lower Lochsa River Array Site","A1","A1","Instream Array","Instream Array",100,NA
"322","Observation","158 - Fifteenmile Ck at Eightmile Ck","D6","D1","Downstream Fifteenmile Ck","Upstream Eightmile Ck",100,NA
"323","Observation","TR1 - Lower Trout Cr - Deschutes","04","04","Middle Array","Middle Array",100,NA
"324","Observation","TR2 - Trout/Antelope Cr - Deschutes","F3","F1","Trout C. Array","Trout C. Array",100,NA
"325","Observation","SJ2 - SF John Day (Murderer's)","D6","D6","Murderers Creek","Murderers Creek",100,NA
"326","Observation","OMK - Omak Creek Instream Array","A2","A2","UPSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"327","Observation","BR3 - Bridge Creek Ranch","F4","F2","Downstream","Upstream",100,NA
"328","Observation","MRW - Methow River at Winthrop","B3","B6","UPSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"329","Observation","SJ1 - SF John Day (Mid)","E1","E1","Upstream","Upstream",100,NA
"330","Observation","UMR - Upper Mad Rv. Temporary Array","01","01","Instream Array","Instream Array",100,NA
"331","Observation","URT - Upper Roaring Temporary Array","01","01","Instream Array","Instream Array",100,NA
"332","Observation","PD1 - Top of Chelan PUD side channel","04","04","PASS THROUGH ANTENNA","PASS THROUGH ANTENNA",100,NA
"333","Observation","BVC - Beaver Creek, Methow River","B5","B2","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"334","Observation","LC1 - Lower Lolo Creek at rkm 21","B4","B4","SINGLE ARRAY","SINGLE ARRAY",100,NA
"335","Observation","ZSL - Zosel Dam Combined","04","03","RIGHT LADDER WEIR 3","RIGHT LADDER WEIR 2",100,NA
"336","Observation","TOP - Lower Toppenish Creek","26","23","Downstream","Upstream",100,NA
"337","Observation","NFW - North Fork Walla Walla River","03","03","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"338","Observation","15D - Fifteenmile Ck at Dry Ck","C6","C6","Downstream Dry Ck","Downstream Dry Ck",100,NA
"339","Observation","SWK - Lower Swauk Creek","C3","C3","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"340","Observation","WFC - Wolf Creek, Methow River","11","11","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"341","Observation","NFT - North Fork Teanaway River","F3","F1","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"342","Observation","LMT - Lower Mainstem Teanaway River","B6","B3","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"343","Observation","HST - Touchet River at Harvey Shaw","01","01","Upstream Array","Upstream Array",100,NA
"344","Observation","USE - Upper Salmon River at rkm 437","B6","B6","ARRAY","ARRAY",100,NA
"345","Observation","LC2 - Upper Lolo Creek at rkm 25","A1","A1","SINGLE ARRAY","SINGLE ARRAY",100,NA
"346","Observation","YFK - Yankee Fork Salmon River","A4","A2","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"347","Observation","MSH - Methow Fish Hatchery Outfall","03","03","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"348","Observation","15R - Fifteenmile Ck at Ramsey Ck","E2","E4","Downstream Ramsey Ck","Upstream Fifteenmile Ck",100,NA
"349","Observation","MDR - McDonald Road Bridge","01","01","Single Array","Single Array",100,NA
"350","Observation","MRC - Methow River at Carlton","06","06","Single Array","Single Array",100,NA
"351","Observation","John Day Dam Adult Fishways (combined)","07","04","WEIR 246","WEIR 181",100,NA
"352","Observation","BPC - Bonaparte Creek Instream Array","C3","C1","Three Antenna Series","Three Antenna Series",100,NA
"353","Observation","3D4 - Bottom of 3D Side Channel","13","13","Pass Through Antenna","Pass Through Antenna",100,NA
"354","Observation","HN3 - Bottom Harrison Side Channel","09","09","Pass Through Antenna","Pass Through Antenna",100,NA
"355","Observation","HN2 - Middle Harrison Side Channel","08","08","Pass Through Antenna","Pass Through Antenna",100,NA
"356","Observation","PD2 - Bot of Chelan PUD side channel","03","03","PASS THROUGH ANTENNA","PASS THROUGH ANTENNA",100,NA
"357","Observation","MVP - Mid-Valley Acclimation Pond","03","03","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"358","Observation","OKL - Lower Okanogan Instream Array","0C","06","Downstream Array","Upstream Array",100,NA
"359","Observation","JOH - Johnson Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"360","Observation","EWC - Early Winters Creek rkm 0.36","B5","B3","Downstream Array","Upstream Array",100,NA
"361","Observation","LLC - Loup Loup Creek Instream Array","D3","D3","Three Antenna Series","Three Antenna Series",100,NA
"362","Observation","FDC - Feed Canal","B3","B3","DIVERSION SCREEN","DIVERSION SCREEN",100,NA
"363","Observation","TAN - Taneum Creek Instream","03","03","Single Antenna","Single Antenna",120,NA
"364","Observation","OKC - Okanagan Channel at VDS-3","A3","A3","CHANNEL-WIDTH ARRAY","CHANNEL-WIDTH ARRAY",100,NA
"365","Observation","CHP - Chiwawa Acc. Pond","01","01","POND 2","POND 2",110,NA
"366","Observation","SR2 - Bot of Entiat R side channel","01","01","SINGLE ANTENNA","SINGLE ANTENNA",100,NA
"367","Observation","SR1 - Top of Entiat R side channel","02","02","SINGLE ANTENNA","SINGLE ANTENNA",100,NA
"368","Observation","DSF - Deschutes Sherars Falls","02","01","Main Fishway","Main Fishway",100,NA
"369","Observation","WSR - Warm Springs River PIT Array","01","04","PIT Tag Array","PIT Tag Array",100,NA
"370","Observation","DBO - Bakeoven Ck Deschutes Trib","A6","A4","Downstream","Upstream",100,NA
"371","Observation","LFF - Lyle Falls Fishway","03","01","BYPASS CHANNEL","BYPASS CHANNEL",100,NA
"372","Observation","DBH - Buck Hollow Ck Deschutes Trib","96","95","Downstream","Middle",100,NA
"373","Observation","BBP - Blackbird Pond Accl. Site","01","01","Pond Outfall","Pond Outfall",100,NA
"374","Observation","LTP - Lower Twisp Acclimation Pond","03","03","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"375","Observation","LBT - Little Bridge Creek (Twisp R.)","02","01","Downstream","Upstream",100,NA
"376","Observation","TY1 - Low Flow Top of Tyee Channel","14","14","Low Flow Top","Low Flow Top",100,NA
"377","Observation","MWF - Whitefish SC in Methow River","E1","E1","Upper Site - Upper Array","Upper Site - Upper Array",100,NA
"378","Observation","HSU - Hancock Springs Upper","A1","A2","Hancock Springs 01","Hancock Springs 01",100,NA
"379","Observation","HSM - Hancock Springs Middle","B2","B2","Hancock Springs 02","Hancock Springs 02",100,NA
"380","Observation","WPC - Wimpey Creek, Lemhi R. Basin","01","01","Upstream Array","Upstream Array",100,NA
"381","Observation","SUN - Sunnyside Instream Array","08","08","Upstream Array","Upstream Array",100,NA
"382","Observation","TNK - Tunk Creek Instream Array","A1","A1","Single Antenna","Single Antenna",100,NA
"383","Observation","CRT - Crooked River Satellite Fac.","A1","A2","ADULT RETURN LADDER","ADULT RETURN LADDER",100,NA
"384","Observation","UMF - Umatilla R below Feed Dam","02","02","Streamwidth array","Streamwidth array",100,NA
"385","Observation","FST - Foster Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"386","Observation","CLC - Clear Creek near Kooskia NFH","04","03","Clear Creek Array","Clear Creek Array",100,NA
"387","Observation","WPT - White Pine Temporary Array","01","01","Instream Array","Instream Array",100,NA
"388","Observation","COP - Lower Coppei Instream Array","02","02","Downstream Array","Downstream Array",100,NA
"389","Observation","GRS - Lower Granite Dam Spillway","09","09","Downstream","Downstream",100,NA
"390","Observation","EVL - Eagle Valley Ranch - Lower","04","01","Downstream Array","Upstream Array",100,NA
"391","Observation","EVU - Eagle Valley Ranch - Upper","06","03","Downstream Array","Upstream Array",100,NA
"392","Observation","BHC - Bohannon Creek Lemhi R Basin","02","01","Downstream Antenna","Upstream Antenna",120,NA
"393","Observation","BO1 - Bonneville Bradford Is. Ladder","24","01","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS",110,NA
"394","Observation","The Dalles Adult Fishways (combined)","02","01","Counting Window","Counting Window",100,NA
"395","Observation","MC1 - McNary Oregon Shore Ladder","12","01","WEIR 279","COUNTING WINDOW",100,NA
"396","Observation","ICH1 - Ice Harbor Dam North Ladder","10","09","RIGHT LADDER WEIR 435 [S/O]","RIGHT LADDER WEIR 438 [S/O]",100,NA
"397","Observation","GRA - Lower Granite Dam Adult","08","01","WEIR 730","WEIR 733",140,NA
"398","Observation","UTR - Upper Tucannon River","A3","A1","MIDDLE ARRAY","UPSTREAM ARRAY",100,NA
"399","Observation","TFH - Tucannon Fish Hatchery","F6","F6","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"400","Observation","MJ1 - Middle Fork John Day Array","A4","A1","Downstream Array","Upstream Array",110,NA
"401","Observation","BO2-BO3-BO4","BO3-14","BO4-01","BO3-WEIR 36","BO4-VERTICAL SLOT DETECTORS",100,NA
"402","Observation","DWL - Dworshak NFH adult trap","A1","A2","UPSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"403","Observation","ICH2 - Ice Harbor Dam South Ladder","07","01","LEFT LADDER WEIR 435 [O/S]","LEFT LADDER WEIR 438 [O/S]",100,NA
"404","Observation","MC2 - McNary Washington Shore Ladder","12","01","WEIR 302","COUNTING WINDOW",120,NA
"405","Observation","DRM - Deschutes River mouth","05","04","Upstream Array","Upstream Array",100,NA
"406","Observation","TMF - Three Mile Falls Dam Combined","01","01","Adult Fish Ladder","Adult Fish Ladder",110,NA
"407","Observation","USE - Upper Salmon River at rkm 437","B2","B3","ARRAY","ARRAY",100,NA
"408","Observation","USI - Upper Salmon River at rkm 460","A2","A1","ARRAY","ARRAY",100,NA
"409","Observation","GRJ - Lower Granite Dam Juvenile","F1","F2","ADULT FISH RETURN","ADULT FISH RETURN",140,NA
"410","Observation","LTR - Lower Tucannon River","C1","C2","DOWNSTREAM LEFT ANTENNA","UPSTREAM LEFT ANTENNA",140,NA
"411","Observation","MTR - Middle Tucannon River","B1","B5","UPSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"412","Observation","PRO - Prosser Diversion Dam Combined","04","03","MIDDLE LDR COUNTING WINDOW","MIDDLE LDR COUNTING WINDOW",110,NA
"413","Observation","PRV - Walla Walla R at Pierce RV Prk","A4","A4","ARRAY","ARRAY",100,NA
"414","Observation","LMA - Lower Monumental Adult Ladders","04","03","Right Ladder","Right Ladder",100,NA
"415","Observation","PRA2 - Priest Rapids Adult East Ladder","03","01","LEFT [EAST] LADDER WEIR 7","LEFT [EAST] LADDER WEIR 3",110,NA
"416","Observation","RRF - Rocky Reach Fishway","03","02","WEIR 4","WEIR 6",100,NA
"417","Observation","LFF - Lyle Falls Fishway","03","01","BYPASS CHANNEL","BYPASS CHANNEL",110,NA
"418","Observation","LMJ - Lower Monumental Dam Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",150,NA
"419","Observation","ORB - Oasis Road Bridge","B4","B4","PASS-THROUGH [DOWNSTREAM] 4","PASS-THROUGH [DOWNSTREAM] 4",130,NA
"420","Observation","JD1 - John Day River, McDonald Ferry","08","08","Downstream Array","Downstream Array",110,NA
"421","Observation","FDD - Feed Diversion Dam","B3","B3","ADULT LADDER RIGHT, FACING D/S","ADULT LADDER RIGHT, FACING D/S",100,NA
"422","Observation","JDJ - John Day Dam Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",160,NA
"423","Observation","WEA1 - Wells Dam, DCPUD Left Adult Ladder","F1","02","LEFT LADDER POOL 19","Left Ladder Pool 68",140,NA
"424","Observation","LMR - Lower Methow River at Pateros","A4","A4","UPSTREAM FULL-WIDTH ARRAY","UPSTREAM FULL-WIDTH ARRAY",110,NA
"425","Observation","RIA3 - Rock Island Adult Right Ladder","09","09","RIGHT LADDER BAFFLE 4","RIGHT LADDER BAFFLE 4",110,NA
"426","Observation","WEA2 - Wells Dam, DCPUD Right Adult Ladder","F4","F4","RIGHT LADDER POOL 19","RIGHT LADDER POOL 19",140,NA
"427","Observation","SCP - Spring Creek Acclimation Pond","F5","F6","Downstream Antennas","Downstream Antennas",120,NA
"428","Observation","LWE - Lower Wenatchee River","B3","C4","UPSTREAM ANTENNA ARRAY","DOWNSTREAM ANTENNA ARRAY",110,NA
"429","Observation","RIA2 - Rock Island Adult Middle Ladder","08","06","MIDDLE LADDER BAFFLE 2","MIDDLE LADDER BAFFLE 4",100,NA
"430","Observation","GOA - Little Goose Fish Ladder","02","01","Counting Window","Counting Window",100,NA
"431","Observation","ICB - Ice Harbor Bypass","A1","A4","FULL FLOW BYPASS","FULL FLOW BYPASS",100,NA
"432","Observation","PRA1 - Priest Rapids Adult West Ladder","07","06","RIGHT [WEST] LADDER WEIR 5","RIGHT [WEST] LADDER WEIR 3",110,NA
"433","Observation","SFG - SF Salmon at Guard Station Br.","A1","A1","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"434","Observation","KRS - SF Salmon River at Krassel Cr.","A4","A4","IN-RIVER PASS-OVER MUX ARRAY","IN-RIVER PASS-OVER MUX ARRAY",110,NA
"435","Observation","BBT - Touchet River at Bolles Bridge","F6","F6","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"436","Observation","IR1 - Lower Imnaha River ISA @ km 7","B1","B1","STREAM BANK LEFT","STREAM BANK LEFT",100,NA
"437","Observation","IR2 - Lower Imnaha River ISA @ km 10","A3","A3","STREAM CENTER","STREAM CENTER",100,NA
"438","Observation","BCC - BON PH2 Corner Collector","01","01","15X15 FULL-FLOW ANTENNA","15X15 FULL-FLOW ANTENNA",100,NA
"439","Observation","JOC - Joseph Creek ISA @ km 3","A3","A3","UPSTREAM RIGHT","UPSTREAM RIGHT",100,NA
"440","Observation","ESS - EFSF Salmon River at Parks Cr.","B4","A1","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"441","Observation","CRW - Chewuch River above Winthrop","06","06","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"442","Observation","RIA1 - Rock Island Adult Left Ladder","03","01","LEFT LADDER BAFFLE 2","LEFT LADDER BAFFLE 4",110,NA
"443","Observation","ZEN - Secesh River at Zena Cr. Ranch","B2","A1","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",110,NA
"444","Observation","MRT - Methow River at Twisp","04","04","Upstream array","Upstream array",120,NA
"445","Observation","WFC - Wolf Creek, Methow River","11","11","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"446","Observation","MRW - Methow River at Winthrop","B4","B1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"447","Observation","GOJ - Little Goose Dam Juvenile","01","F2","FULL FLOW BYPASS","ADULT FISH RETURN",150,NA
"448","Observation","MCJ - McNary Dam Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",170,NA
"449","Observation","MWF - Whitefish SC in Methow River","F6","E1","Lower Site - Lower Array","Upper Site - Upper Array",100,NA
"450","Observation","RRJ - Rocky Reach Dam Juvenile","B3","B4","DSM BYPASS SURFACE COLLECTOR","DSM BYPASS SURFACE COLLECTOR",150,NA
"451","Observation","TOP - Lower Toppenish Creek","25","22","Downstream","Upstream",100,NA
"452","Observation","ROZ - Roza Diversion Dam (Combined)","03","01","DOWNSTREAM WEIR","UPSTREAM WEIR",110,NA
"453","Observation","SWK - Lower Swauk Creek","C3","C3","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",120,NA
"454","Observation","HRM - Hood River Mouth","F5","F3","DOWNSTREAM","MIDDLE",100,NA
"455","Observation","MWC - Maxwell Canal","A2","B2","HEADGATE","DIVERSION SCREEN",120,NA
"456","Observation","SAT - Lower Satus Creek","13","11","Downstream","Upstream",100,NA
"457","Observation","OKL - Lower Okanogan Instream Array","09","03","Downstream Array","Upstream Array",100,NA
"458","Observation","BR0 - Bridge Creek Gauge","B2","B1","Downstream","Upstream",100,NA
"459","Observation","BR1 - Bridge Creek Kiosk","F1","F1","Upstream","Upstream",100,NA
"460","Observation","BR2 - Bridge Creek Gable","B4","B4","Downstream Bridge Creek","Downstream Bridge Creek",100,NA
"461","Observation","BR3 - Bridge Creek Ranch","F4","F2","Downstream","Upstream",100,NA
"462","Observation","SJ1 - SF John Day (Mid)","E4","E4","Downstream","Downstream",100,NA
"463","Observation","SJ2 - SF John Day (Murderer's)","D5","D3","Murderers Creek","Downstream SF John Day",100,NA
"464","Observation","RCL - Rock Creek (WA) at rkm 5","A1","A1","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
