"","tag_code","event_site_name","start_time","end_time","event_site_basin_name","event_site_subbasin_name","event_site_latitude","event_site_longitude"
"2076","3D9.1C2C432AA4","Bonneville Adult Fishways (combined)",2009-08-18 00:43:50,2009-08-18 02:09:38,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"2077","3D9.1C2C432AA4","McNary Adult Fishways (combined)",2009-08-22 22:15:52,2009-08-23 00:04:03,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2078","3D9.1C2C432AA4","JD1 - John Day River, McDonald Ferry",2009-10-15 10:12:38,2009-10-15 10:13:48,"John Day","Lower John Day",45.59574,-120.410928
"2079","3D9.1C2C432BE5","Bonneville Adult Fishways (combined)",2008-07-17 01:17:32,2008-07-17 03:22:03,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2080","3D9.1C2C432C69","Bonneville Adult Fishways (combined)",2008-08-20 06:17:41,2008-08-20 06:38:25,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2081","3D9.1C2C432C69","JD1 - John Day River, McDonald Ferry",2008-09-05 16:39:15,2008-09-05 16:41:20,"John Day","Lower John Day",45.59574,-120.410928
"2082","3D9.1C2C432C6C","Bonneville Adult Fishways (combined)",2008-07-06 11:54:02,2008-07-06 11:59:14,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2083","3D9.1C2C432C6C","Bonneville Adult Fishways (combined)",2008-07-06 20:43:31,2008-07-06 22:08:47,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2084","3D9.1C2C432C6C","JD1 - John Day River, McDonald Ferry",2008-07-27 18:04:07,2008-07-27 18:05:00,"John Day","Lower John Day",45.59574,-120.410928
"2085","3D9.1C2C432D4D","Bonneville Adult Fishways (combined)",2009-08-12 00:51:40,2009-08-12 02:11:42,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2086","3D9.1C2C432D4D","McNary Adult Fishways (combined)",2009-09-05 06:43:18,2009-09-05 08:30:42,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2087","3D9.1C2C432D4D","ICH - Ice Harbor Dam (Combined)",2009-09-07 11:01:59,2009-09-07 11:10:20,"Lower Snake","Lower Snake",46.249527,-118.879964
"2088","3D9.1C2C432D4D","Lower Granite Dam Adult Fishways (combined)",2009-09-19 07:49:03,2009-09-19 07:49:03,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"2089","3D9.1C2C432D4D","Lower Granite Dam Adult Fishways (combined)",2009-09-20 07:58:36,2009-09-20 08:00:43,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"2090","3D9.1C2C432D5F","Bonneville Adult Fishways (combined)",2008-07-23 04:52:58,2008-07-23 05:47:37,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2091","3D9.1C2C432D5F","McNary Adult Fishways (combined)",2008-08-02 12:09:39,2008-08-02 12:28:05,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2092","3D9.1C2C432D5F","McNary Adult Fishways (combined)",2008-08-02 22:27:01,2008-08-02 23:08:05,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2093","3D9.1C2C432D5F","ICH - Ice Harbor Dam (Combined)",2008-10-20 05:35:43,2008-10-20 05:40:03,"Lower Snake","Lower Snake",46.249527,-118.879964
"2094","3D9.1C2C432D5F","Lower Granite Dam Adult Fishways (combined)",2008-11-17 04:38:20,2008-11-17 10:20:53,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"2095","3D9.1C2C432D6B","Bonneville Adult Fishways (combined)",2009-07-25 04:56:19,2009-07-25 06:51:47,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"2096","3D9.1C2C432D6B","McNary Adult Fishways (combined)",2009-09-20 22:12:27,2009-09-20 23:54:30,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2097","3D9.1C2C432D6B","McNary Adult Fishways (combined)",2010-04-14 10:11:49,2010-04-14 10:47:38,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"2098","3D9.1C2C432DB3","Bonneville Adult Fishways (combined)",2008-07-17 00:07:05,2008-07-17 05:12:29,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2099","3D9.1C2C432DB3","JD1 - John Day River, McDonald Ferry",2008-07-28 22:51:51,2008-07-28 22:52:54,"John Day","Lower John Day",45.59574,-120.410928
"2100","3D9.1C2C432EDC","Bonneville Adult Fishways (combined)",2009-08-18 00:53:25,2009-08-18 01:40:17,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2101","3D9.1C2C432EDC","McNary Adult Fishways (combined)",2009-10-06 01:39:58,2009-10-06 02:46:22,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2102","3D9.1C2C432EDC","McNary Adult Fishways (combined)",2009-10-10 10:42:12,2009-10-10 10:53:41,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"2103","3D9.1C2C432EDC","McNary Adult Fishways (combined)",2009-10-22 01:24:12,2009-10-22 02:59:13,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2104","3D9.1C2C432EDC","ICH - Ice Harbor Dam (Combined)",2009-10-23 21:08:08,2009-10-23 21:14:12,"Lower Snake","Lower Snake",46.249527,-118.879964
"2105","3D9.1C2C432EDC","LMJ - Lower Monumental Dam Juvenile",2009-11-09 02:23:03,2009-11-09 02:23:09,"Lower Snake","Lower Snake",46.562954,-118.543164
"2106","3D9.1C2C432EDC","JD1 - John Day River, McDonald Ferry",2010-03-23 11:34:08,2010-03-23 11:34:22,"John Day","Lower John Day",45.59574,-120.410928
"2107","3D9.1C2C432F1E","Bonneville Adult Fishways (combined)",2008-07-24 01:52:26,2008-07-24 05:50:34,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2108","3D9.1C2C432F36","Bonneville Adult Fishways (combined)",2009-10-24 12:14:06,2009-10-24 14:00:35,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2109","3D9.1C2C432F36","Bonneville Adult Fishways (combined)",2009-10-25 00:18:12,2009-10-25 00:42:42,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2110","3D9.1C2C432F36","McNary Adult Fishways (combined)",2009-10-31 04:12:21,2009-10-31 05:52:35,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2111","3D9.1C2C432F3B","Bonneville Adult Fishways (combined)",2008-07-30 06:48:22,2008-07-30 09:12:16,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2112","3D9.1C2C432F3B","JD1 - John Day River, McDonald Ferry",2008-11-11 09:42:50,2008-11-11 09:49:52,"John Day","Lower John Day",45.59574,-120.410928
"2113","3D9.1C2C432F47","Bonneville Adult Fishways (combined)",2008-07-24 11:51:02,2008-07-24 12:25:01,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2114","3D9.1C2C432F47","Bonneville Adult Fishways (combined)",2008-07-24 21:57:23,2008-07-24 22:05:54,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2115","3D9.1C2C432F47","JD1 - John Day River, McDonald Ferry",2008-08-01 21:41:54,2008-08-01 21:43:38,"John Day","Lower John Day",45.59574,-120.410928
"2116","3D9.1C2C65FB7D","Bonneville Adult Fishways (combined)",2009-08-08 09:15:12,2009-08-08 11:00:07,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2117","3D9.1C2C65FB7D","JD1 - John Day River, McDonald Ferry",2009-10-31 15:55:21,2009-10-31 15:57:44,"John Day","Lower John Day",45.59574,-120.410928
"2118","3D9.1C2C65FB8B","Bonneville Adult Fishways (combined)",2010-07-04 00:13:46,2010-07-04 04:07:13,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2119","3D9.1C2C65FB8B","McNary Adult Fishways (combined)",2010-08-17 02:12:40,2010-08-17 04:27:49,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2120","3D9.1C2C65FB8B","McNary Adult Fishways (combined)",2010-08-27 01:39:29,2010-08-27 03:35:49,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2121","3D9.1C2C65FB8B","JD1 - John Day River, McDonald Ferry",2011-01-27 08:40:46,2011-01-27 08:41:13,"John Day","Lower John Day",45.59574,-120.410928
"2122","3D9.1C2C6AF899","Bonneville Adult Fishways (combined)",2008-06-02 16:29:26,2008-06-02 17:10:56,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2123","3D9.1C2C6AF899","ESANIS - East Sand Island, Columbia River",2008-10-14 05:00:00,2008-10-14 05:00:00,"Lower Columbia","Lower Columbia",46.262709,-123.972575
"2124","3D9.1C2C6AFC39","Bonneville Adult Fishways (combined)",2009-07-15 07:23:50,2009-07-15 08:45:39,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2125","3D9.1C2C6AFEA6","Bonneville Adult Fishways (combined)",2009-08-14 13:58:48,2009-08-14 14:19:01,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"2126","3D9.1C2C6AFEA6","Bonneville Adult Fishways (combined)",2009-08-14 23:21:17,2009-08-14 23:29:08,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2127","3D9.1C2C6AFEA6","JD1 - John Day River, McDonald Ferry",2009-10-18 16:21:45,2009-10-18 16:22:20,"John Day","Lower John Day",45.59574,-120.410928
"2128","3D9.1C2C7EF000","Bonneville Adult Fishways (combined)",2009-07-17 09:46:30,2009-07-17 11:41:07,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2129","3D9.1C2C7EF000","JD1 - John Day River, McDonald Ferry",2010-01-16 11:46:12,2010-01-16 11:46:36,"John Day","Lower John Day",45.59574,-120.410928
"2130","3D9.1C2C7EF103","Bonneville Adult Fishways (combined)",2009-07-14 07:49:29,2009-07-14 09:11:56,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2131","3D9.1C2C7EF103","JD1 - John Day River, McDonald Ferry",2009-08-18 00:09:12,2009-08-18 00:09:32,"John Day","Lower John Day",45.59574,-120.410928
"2132","3D9.1C2C7EF103","JD1 - John Day River, McDonald Ferry",2009-08-20 21:17:31,2009-08-20 21:17:31,"John Day","Lower John Day",45.59574,-120.410928
"2133","3D9.1C2C7EF103","JD1 - John Day River, McDonald Ferry",2009-09-15 11:43:59,2009-09-15 11:54:06,"John Day","Lower John Day",45.59574,-120.410928
"2134","3D9.1C2C7EF103","JD1 - John Day River, McDonald Ferry",2009-10-08 00:04:23,2009-10-08 00:19:03,"John Day","Lower John Day",45.59574,-120.410928
"2135","3D9.1C2C7EF103","JD1 - John Day River, McDonald Ferry",2009-10-09 11:32:10,2009-10-09 11:37:46,"John Day","Lower John Day",45.59574,-120.410928
"2136","3D9.1C2C7EF25B","Bonneville Adult Fishways (combined)",2009-08-22 08:56:00,2009-08-22 09:57:58,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2137","3D9.1C2C7EF25B","McNary Adult Fishways (combined)",2009-08-29 02:05:20,2009-08-29 03:13:42,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2138","3D9.1C2C7EF25B","McNary Adult Fishways (combined)",2009-11-02 01:25:38,2009-11-02 01:41:07,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2139","3D9.1C2C7EF25B","McNary Adult Fishways (combined)",2009-12-24 00:01:38,2009-12-24 00:16:46,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2140","3D9.1C2C7EF6BE","Bonneville Adult Fishways (combined)",2010-08-16 01:18:39,2010-08-16 02:25:51,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2141","3D9.1C2C7EF7CE","Bonneville Adult Fishways (combined)",2010-07-15 09:14:22,2010-07-15 09:54:49,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2142","3D9.1C2C7EF7CE","Bonneville Adult Fishways (combined)",2010-07-15 21:01:30,2010-07-15 21:11:08,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2143","3D9.1C2C7EF7CE","JD1 - John Day River, McDonald Ferry",2010-10-13 15:28:58,2010-10-13 15:29:23,"John Day","Lower John Day",45.59574,-120.410928
"2144","3D9.1C2C7EFBF9","Bonneville Adult Fishways (combined)",2009-08-15 05:48:46,2009-08-15 07:41:31,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2145","3D9.1C2C7EFBF9","McNary Adult Fishways (combined)",2009-10-03 01:26:01,2009-10-03 03:20:09,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2146","3D9.1C2C7EFBF9","JD1 - John Day River, McDonald Ferry",2010-02-01 23:31:31,2010-02-01 23:31:33,"John Day","Lower John Day",45.59574,-120.410928
"2147","3D9.1C2C7F0539","Bonneville Adult Fishways (combined)",2009-07-19 23:24:27,2009-07-20 00:24:37,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2148","3D9.1C2C7F0539","McNary Adult Fishways (combined)",2009-07-27 22:44:37,2009-07-28 00:21:29,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2149","3D9.1C2C7F0539","JD1 - John Day River, McDonald Ferry",2009-10-26 11:20:36,2009-10-26 11:23:18,"John Day","Lower John Day",45.59574,-120.410928
"2150","3D9.1C2C7F05B6","Bonneville Adult Fishways (combined)",2010-07-15 07:53:48,2010-07-15 09:34:44,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"2151","3D9.1C2C7F05B6","McNary Adult Fishways (combined)",2010-08-01 08:45:26,2010-08-01 09:28:03,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"2152","3D9.1C2C7F05B6","JD1 - John Day River, McDonald Ferry",2010-08-16 03:52:28,2010-08-16 04:45:28,"John Day","Lower John Day",45.59574,-120.410928
"2153","3D9.1C2C7F062D","Bonneville Adult Fishways (combined)",2009-07-27 08:17:50,2009-07-27 09:56:28,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2154","3D9.1C2C7F062D","McNary Adult Fishways (combined)",2009-08-29 01:02:03,2009-08-29 02:24:33,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2155","3D9.1C2C7F062D","McNary Adult Fishways (combined)",2010-03-27 15:29:47,2010-03-27 18:05:48,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2156","3D9.1C2C7F06D3","Bonneville Adult Fishways (combined)",2009-07-08 07:25:21,2009-07-08 07:43:18,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"2157","3D9.1C2C7F06D3","Bonneville Adult Fishways (combined)",2009-07-08 21:55:47,2009-07-08 22:20:34,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2158","3D9.1C2C7F0704","Bonneville Adult Fishways (combined)",2009-07-30 00:11:42,2009-07-30 01:24:59,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2159","3D9.1C2C7F0704","McNary Adult Fishways (combined)",2009-09-25 10:07:57,2009-09-25 11:38:35,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2160","3D9.1C2C7F0704","McNary Adult Fishways (combined)",2009-09-28 05:47:03,2009-09-28 06:00:07,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"2161","3D9.1C2C7F0704","McNary Adult Fishways (combined)",2009-10-18 06:50:55,2009-10-18 08:37:50,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2162","3D9.1C2C7F0704","McNary Adult Fishways (combined)",2010-04-04 06:10:28,2010-04-04 06:20:10,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"2163","3D9.1C2C7F0704","JD1 - John Day River, McDonald Ferry",2010-04-07 19:39:06,2010-04-07 19:39:26,"John Day","Lower John Day",45.59574,-120.410928
"2164","3D9.1C2C7F0776","Bonneville Adult Fishways (combined)",2010-07-10 07:57:37,2010-07-10 08:09:36,"Lower Columbia","Lower Columbia-Sandy",45.646047,-121.941241
"2165","3D9.1C2C7F0776","Bonneville Adult Fishways (combined)",2010-07-10 21:56:50,2010-07-10 22:03:52,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2166","3D9.1C2C7F0776","McNary Adult Fishways (combined)",2010-07-25 07:40:03,2010-07-25 08:43:14,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"2167","3D9.1C2C7F0776","PRA - Priest Rapids Adult",2010-08-05 08:23:49,2010-08-05 08:27:10,"Upper Columbia","Upper Columbia-Priest Rapids",46.644339,-119.910442
"2168","3D9.1C2C7F0776","JD1 - John Day River, McDonald Ferry",2011-02-03 04:03:32,2011-02-03 04:03:58,"John Day","Lower John Day",45.59574,-120.410928
"2169","3D9.1C2C7F0889","Bonneville Adult Fishways (combined)",2009-07-12 10:18:29,2009-07-12 11:40:25,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2170","3D9.1C2C7F0889","JD1 - John Day River, McDonald Ferry",2009-07-25 02:01:41,2009-07-25 02:02:02,"John Day","Lower John Day",45.59574,-120.410928
"2171","3D9.1C2C7F0A14","Bonneville Adult Fishways (combined)",2009-07-22 05:55:03,2009-07-22 07:29:12,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2172","3D9.1C2C7F0A88","Bonneville Adult Fishways (combined)",2010-07-19 11:20:25,2010-07-19 12:26:42,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2173","3D9.1C2C7F0A88","McNary Adult Fishways (combined)",2010-07-31 03:26:02,2010-07-31 04:44:14,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2174","3D9.1C2C7F0A88","PRA - Priest Rapids Adult",2010-08-20 11:25:50,2010-08-20 11:34:22,"Upper Columbia","Upper Columbia-Priest Rapids",46.644339,-119.910442
"2175","3D9.1C2C7F0BEB","Bonneville Adult Fishways (combined)",2009-08-04 09:05:07,2009-08-04 11:33:06,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2176","3D9.1C2C7F0BEB","McNary Adult Fishways (combined)",2009-08-23 02:11:41,2009-08-23 04:40:13,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2177","3D9.1C2C7F0C50","Bonneville Adult Fishways (combined)",2009-07-15 23:45:22,2009-07-16 01:33:17,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2178","3D9.1C2C7F0C50","JD1 - John Day River, McDonald Ferry",2009-10-15 09:13:13,2009-10-15 10:37:23,"John Day","Lower John Day",45.59574,-120.410928
"2179","3D9.1C2C7F0CC3","Bonneville Adult Fishways (combined)",2009-07-17 04:30:04,2009-07-17 05:43:50,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2180","3D9.1C2C7F0CC3","McNary Adult Fishways (combined)",2009-10-01 23:31:52,2009-10-02 00:44:32,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2181","3D9.1C2C7F0CC3","MCJ - McNary Dam Juvenile",2009-11-19 23:54:46,2009-11-19 23:54:56,"Middle Columbia","Middle Columbia-Lake Wallula",45.932293,-119.2999
"2182","3D9.1C2C7F0E12","Bonneville Adult Fishways (combined)",2009-08-09 07:27:52,2009-08-09 08:44:25,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2183","3D9.1C2C7F0E12","McNary Adult Fishways (combined)",2009-09-28 23:22:16,2009-09-29 00:33:30,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2184","3D9.1C2C7F0E95","Bonneville Adult Fishways (combined)",2009-07-11 00:32:09,2009-07-11 02:34:16,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2185","3D9.1C2C7F0F18","Bonneville Adult Fishways (combined)",2009-09-09 08:00:20,2009-09-09 09:49:02,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2186","3D9.1C2C7F0F18","B2J - Bonneville PH2 Juvenile",2010-05-03 17:53:38,2010-05-03 17:53:52,"Lower Columbia","Lower Columbia-Sandy",45.636816,-121.9653
"2187","3D9.1C2C7F0F1A","Bonneville Adult Fishways (combined)",2009-08-13 00:31:47,2009-08-13 02:03:37,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2188","3D9.1C2C7F0F1A","JD1 - John Day River, McDonald Ferry",2009-10-09 12:24:57,2009-10-09 13:04:20,"John Day","Lower John Day",45.59574,-120.410928
"2189","3D9.1C2C7F0FA1","Bonneville Adult Fishways (combined)",2009-08-11 02:13:20,2009-08-11 03:24:03,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2190","3D9.1C2C7F0FA1","McNary Adult Fishways (combined)",2009-08-22 05:32:45,2009-08-22 06:38:56,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2191","3D9.1C2C7F0FA1","McNary Adult Fishways (combined)",2009-08-27 11:07:13,2009-08-27 17:11:22,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2192","3D9.1C2C7F0FA1","JD1 - John Day River, McDonald Ferry",2009-09-09 13:49:10,2009-09-09 19:06:22,"John Day","Lower John Day",45.59574,-120.410928
"2193","3D9.1C2C7F0FA1","JD1 - John Day River, McDonald Ferry",2009-10-18 06:49:18,2009-10-18 06:49:58,"John Day","Lower John Day",45.59574,-120.410928
"2194","3D9.1C2C7F103B","Bonneville Adult Fishways (combined)",2009-07-31 21:31:24,2009-07-31 23:34:14,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2195","3D9.1C2C7F103B","McNary Adult Fishways (combined)",2009-09-03 09:46:06,2009-09-03 10:49:48,"Middle Columbia","Middle Columbia-Lake Wallula",45.939935,-119.299824
"2196","3D9.1C2C7F103B","TMF - Three Mile Falls Dam Combined",2009-10-02 18:37:24,2009-10-02 18:37:24,"Middle Columbia","Umatilla",45.882018,-119.32442
"2197","3D9.1C2C7F103B","TMF - Three Mile Falls Dam Combined",2010-04-09 04:17:52,2010-04-09 04:17:52,"Middle Columbia","Umatilla",45.882018,-119.32442
"2198","3D9.1C2C7F103B","JD1 - John Day River, McDonald Ferry",2010-04-13 04:31:32,2010-04-13 04:31:34,"John Day","Lower John Day",45.59574,-120.410928
"2199","3D9.1C2C7F107C","Bonneville Adult Fishways (combined)",2010-08-25 08:08:23,2010-08-25 08:59:04,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2200","3D9.1C2C7F107C","McNary Adult Fishways (combined)",2010-09-13 07:05:39,2010-09-13 08:11:23,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2201","3D9.1C2C7F1094","Bonneville Adult Fishways (combined)",2010-08-12 11:05:38,2010-08-12 11:17:11,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2202","3D9.1C2C7F1094","Bonneville Adult Fishways (combined)",2010-08-12 22:20:01,2010-08-12 22:37:54,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2203","3D9.1C2C7F1094","McNary Adult Fishways (combined)",2010-10-30 01:10:25,2010-10-30 02:19:43,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2204","3D9.1C2C7F1094","JD1 - John Day River, McDonald Ferry",2011-01-30 04:37:04,2011-01-30 04:37:05,"John Day","Lower John Day",45.59574,-120.410928
"2205","3D9.1C2C7F10E2","Bonneville Adult Fishways (combined)",2010-08-07 22:04:46,2010-08-08 00:26:25,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
"2206","3D9.1C2C7F10E2","JD1 - John Day River, McDonald Ferry",2010-10-13 10:58:47,2010-10-13 11:05:46,"John Day","Lower John Day",45.59574,-120.410928
"2207","3D9.1C2C7F10F5","Bonneville Adult Fishways (combined)",2009-07-26 11:06:18,2009-07-26 11:55:25,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2208","3D9.1C2C7F10F5","Bonneville Adult Fishways (combined)",2009-07-26 21:37:51,2009-07-26 21:50:14,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2209","3D9.1C2C7F10F5","McNary Adult Fishways (combined)",2009-09-14 01:31:08,2009-09-14 03:14:22,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2210","3D9.1C2C7F10F5","ICH - Ice Harbor Dam (Combined)",2009-09-16 03:57:07,2009-09-16 03:58:27,"Lower Snake","Lower Snake",46.249527,-118.879964
"2211","3D9.1C2C7F10F5","Lower Granite Dam Adult Fishways (combined)",2009-09-25 01:56:42,2009-09-25 03:00:14,"Lower Snake","Lower Snake-Tucannon",46.65776,-117.433225
"2212","3D9.1C2C7F10F5","CATHEW - Catherine Creek Weir",2010-03-01 04:00:00,2010-03-01 04:00:00,"Lower Snake","Upper Grande Ronde",45.190964,-117.828617
"2213","3D9.1C2C7F10F5","GOJ - Little Goose Dam Juvenile",2010-05-25 09:08:50,2010-05-25 11:34:47,"Lower Snake","Lower Snake-Tucannon",46.582381,-118.031607
"2214","3D9.1C2C7F11D5","Bonneville Adult Fishways (combined)",2009-07-29 22:49:19,2009-07-30 00:18:29,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2215","3D9.1C2C7F11D5","McNary Adult Fishways (combined)",2009-10-19 04:50:49,2009-10-19 06:02:13,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2216","3D9.1C2C7F1211","Bonneville Adult Fishways (combined)",2009-08-08 01:22:49,2009-08-08 03:10:28,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2217","3D9.1C2C7F1211","McNary Adult Fishways (combined)",2009-09-24 23:58:23,2009-09-25 01:18:11,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2218","3D9.1C2C7F1272","Bonneville Adult Fishways (combined)",2009-07-20 03:26:39,2009-07-20 07:27:12,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2219","3D9.1C2C7F1272","McNary Adult Fishways (combined)",2009-09-07 11:44:59,2009-09-07 13:25:04,"Middle Columbia","Middle Columbia-Lake Wallula",45.928565,-119.296606
"2220","3D9.1C2C7F1272","JD1 - John Day River, McDonald Ferry",2010-02-17 20:45:08,2010-02-17 20:45:34,"John Day","Lower John Day",45.59574,-120.410928
"2221","3D9.1C2C7F12DB","Bonneville Adult Fishways (combined)",2010-07-10 07:22:39,2010-07-10 08:47:37,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2222","3D9.1C2C7F12DB","JD1 - John Day River, McDonald Ferry",2010-09-22 12:07:52,2010-09-22 12:08:30,"John Day","Lower John Day",45.59574,-120.410928
"2223","3D9.1C2C7F12ED","Bonneville Adult Fishways (combined)",2010-07-19 01:57:50,2010-07-19 04:43:14,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2224","3D9.1C2C7F1301","Bonneville Adult Fishways (combined)",2009-07-05 06:09:11,2009-07-05 06:53:29,"Lower Columbia","Lower Columbia-Sandy",45.649788,-121.936531
"2225","3D9.1C2C7F1301","JD1 - John Day River, McDonald Ferry",2009-08-11 12:44:46,2009-08-11 12:46:12,"John Day","Lower John Day",45.59574,-120.410928
"2226","3D9.1C2C7F1308","Bonneville Adult Fishways (combined)",2009-07-07 04:16:40,2009-07-07 06:03:19,"Lower Columbia","Lower Columbia-Sandy",45.641509,-121.943902
