"Tag Code","Mark File Name","Site Name","First Time Value","Last Time Value","First Antenna Group Name","Last Antenna Group Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Release Site Name","Count","First Obs Date Max"
"3D9.1C2C2CCC2D","WHW07267.BR1","BO4 - Bonneville WA Ladder Slots","8/14/2010 2:43:13 PM","8/14/2010 2:57:49 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/14/2010"
"3D9.1C2C2CCD38","WHW07253.BC1","BO4 - Bonneville WA Ladder Slots","8/11/2010 4:45:23 AM","8/11/2010 5:00:46 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/10/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","08/11/2010"
"3D9.1C2C2CCEE6","WHW07267.BR1","BO3 - Bonneville WA Shore Ladder/AFF","7/10/2010 6:56:06 AM","7/10/2010 8:24:13 AM","WEIR 34","WEIR 58","9/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/10/2010"
"3D9.1C2C2CCEE6","WHW07267.BR1","BO4 - Bonneville WA Ladder Slots","7/10/2010 12:04:20 PM","7/10/2010 12:10:47 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/10/2010"
"3D9.1C2C2CD066","WHW07267.BR1","BO3 - Bonneville WA Shore Ladder/AFF","8/10/2009 6:44:03 AM","8/10/2009 7:34:13 AM","WEIR 34","WEIR 58","9/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/10/2009"
"3D9.1C2C2CD066","WHW07267.BR1","BO4 - Bonneville WA Ladder Slots","8/10/2009 8:17:53 AM","8/10/2009 8:29:31 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/10/2009"
"3D9.1C2C2CD6E5","WHW07256.MC1","BO3 - Bonneville WA Shore Ladder/AFF","7/25/2009 6:24:17 PM","7/25/2009 7:25:49 PM","WEIR 34","WEIR 58","9/13/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/25/2009"
"3D9.1C2C2CD6E5","WHW07256.MC1","BO4 - Bonneville WA Ladder Slots","7/26/2009 4:10:58 AM","7/26/2009 4:35:56 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/13/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/26/2009"
"3D9.1C2C2CDACF","WHW07264.BR1","BO1 - Bonneville Bradford Is. Ladder","8/3/2009 12:16:13 PM","8/3/2009 12:31:38 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/21/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/03/2009"
"3D9.1C2C2D055E","WHW07256.MC1","BO1 - Bonneville Bradford Is. Ladder","8/30/2010 8:12:27 AM","8/30/2010 9:56:57 AM","B-BRANCH WEIR 44","VERTICAL SLOT DETECTORS","9/13/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","08/30/2010"
"3D9.1C2C2D0CA5","WHW07256.MC1","BO1 - Bonneville Bradford Is. Ladder","7/31/2009 7:31:48 PM","8/1/2009 4:44:55 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","9/13/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/31/2009"
"3D9.1C2C2D4972","WHW07252.MC1","BO1 - Bonneville Bradford Is. Ladder","7/14/2010 4:58:05 PM","7/14/2010 6:00:09 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","9/9/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/14/2010"
"3D9.1C2C2D8A78","WHW07250.MC1","BO3 - Bonneville WA Shore Ladder/AFF","7/11/2010 12:54:42 PM","7/11/2010 1:28:50 PM","WEIR 34","WEIR 58","9/7/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/11/2010"
"3D9.1C2C2D8A78","WHW07250.MC1","BO4 - Bonneville WA Ladder Slots","7/11/2010 2:15:14 PM","7/11/2010 2:25:40 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/7/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/11/2010"
"3D9.1C2C2D9650","WHW07253.BC1","BO3 - Bonneville WA Shore Ladder/AFF","8/27/2011 7:00:30 PM","8/27/2011 7:58:48 PM","WEIR 34","WEIR 59","9/10/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","08/27/2011"
"3D9.1C2C2D9650","WHW07253.BC1","BO4 - Bonneville WA Ladder Slots","8/28/2011 4:29:28 AM","8/28/2011 4:57:48 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/10/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","08/28/2011"
"3D9.1C2C2DB01D","WHW07267.BR1","BO2 - Bonneville Cascades Is. Ladder","7/12/2010 1:18:56 PM","7/12/2010 1:49:11 PM","WEIR 45","WEIR 52","9/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/12/2010"
"3D9.1C2C2DB01D","WHW07267.BR1","BO4 - Bonneville WA Ladder Slots","7/12/2010 4:20:49 PM","7/12/2010 4:25:10 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/12/2010"
"3D9.1C2C2DB66A","WHW07257.MC1","BO3 - Bonneville WA Shore Ladder/AFF","7/21/2010 5:15:31 PM","7/21/2010 5:53:19 PM","WEIR 34","WEIR 59","9/14/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/21/2010"
"3D9.1C2C2DB66A","WHW07257.MC1","BO4 - Bonneville WA Ladder Slots","7/21/2010 6:21:12 PM","7/21/2010 6:25:34 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/14/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/21/2010"
"3D9.1C2C2DF93E","WHW07182.BC1","BO1 - Bonneville Bradford Is. Ladder","6/20/2010 9:10:24 AM","6/20/2010 10:05:05 AM","A-BRANCH WEIR 47","VERTICAL SLOT DETECTORS","7/1/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","06/20/2010"
"3D9.1C2C2F33E6","WHW08186.MC1","BO3 - Bonneville WA Shore Ladder/AFF","7/17/2011 1:36:59 PM","7/17/2011 2:10:13 PM","WEIR 34","WEIR 59","7/4/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/17/2011"
"3D9.1C2C2F33E6","WHW08186.MC1","BO4 - Bonneville WA Ladder Slots","7/17/2011 2:42:14 PM","7/17/2011 2:48:32 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","7/4/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/17/2011"
"3D9.1C2C2F4330","WHW08170.BR1","BO1 - Bonneville Bradford Is. Ladder","7/19/2010 4:47:41 PM","7/19/2010 5:46:28 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","6/18/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/19/2010"
"3D9.1C2C2F4428","WHW08181.MC1","BO3 - Bonneville WA Shore Ladder/AFF","7/11/2010 7:33:10 AM","7/11/2010 8:11:33 AM","WEIR 34","WEIR 58","6/29/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/11/2010"
"3D9.1C2C2F4428","WHW08181.MC1","BO4 - Bonneville WA Ladder Slots","7/11/2010 8:43:41 AM","7/11/2010 8:47:51 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","6/29/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/11/2010"
"3D9.1C2C2F4801","WHW08184.MC1","BO1 - Bonneville Bradford Is. Ladder","7/11/2010 2:00:15 PM","7/11/2010 3:08:11 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","7/2/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/11/2010"
"3D9.1C2C2F7C93","WHW08185.MC1","BO1 - Bonneville Bradford Is. Ladder","8/17/2011 3:34:47 PM","8/18/2011 5:36:16 AM","B-BRANCH WEIR 48","VERTICAL SLOT DETECTORS","7/3/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","08/17/2011"
"3D9.1C2C3051CD","WHW07334.BR1","BO1 - Bonneville Bradford Is. Ladder","8/15/2009 11:18:00 AM","8/15/2009 12:15:05 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","11/30/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/15/2009"
"3D9.1C2C30D982","WHW08257.MC1","BO1 - Bonneville Bradford Is. Ladder","7/21/2011 3:03:07 PM","7/21/2011 3:59:34 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","9/13/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/21/2011"
"3D9.1C2C30DD12","WHW07174.MC1","BO3 - Bonneville WA Shore Ladder/AFF","7/16/2009 2:57:24 PM","7/16/2009 3:33:52 PM","WEIR 34","WEIR 59","6/23/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/16/2009"
"3D9.1C2C30DD12","WHW07174.MC1","BO4 - Bonneville WA Ladder Slots","7/16/2009 4:05:01 PM","7/16/2009 4:14:39 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","6/23/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/16/2009"
"3D9.1C2C30DDD6","WHW07271.BR1","BO2 - Bonneville Cascades Is. Ladder","8/7/2009 10:52:02 AM","8/7/2009 11:14:28 AM","WEIR 45","WEIR 52","9/28/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/07/2009"
"3D9.1C2C30DDD6","WHW07271.BR1","BO4 - Bonneville WA Ladder Slots","8/7/2009 1:03:00 PM","8/7/2009 1:13:16 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/28/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/07/2009"
"3D9.1C2C30DE6F","WHW07227.MC1","BO1 - Bonneville Bradford Is. Ladder","8/17/2009 9:17:52 AM","8/17/2009 11:11:44 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","8/15/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","08/17/2009"
"3D9.1C2C30E0AA","WHW07273.BR1","BO3 - Bonneville WA Shore Ladder/AFF","6/17/2010 4:16:08 PM","6/17/2010 4:30:03 PM","WEIR 52","WEIR 59","9/30/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","06/17/2010"
"3D9.1C2C30E0AA","WHW07273.BR1","BO4 - Bonneville WA Ladder Slots","6/17/2010 5:23:48 PM","6/17/2010 5:34:25 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/30/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","06/17/2010"
"3D9.1C2C30E326","WHW08189.BC1","BO1 - Bonneville Bradford Is. Ladder","7/11/2011 11:24:49 AM","7/13/2011 8:15:58 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","7/7/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","07/11/2011"
"3D9.1C2C30E326","WHW08189.BC1","BO3 - Bonneville WA Shore Ladder/AFF","7/10/2011 9:56:13 AM","7/10/2011 10:14:47 AM","WEIR 34","WEIR 34","7/7/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","07/10/2011"
"3D9.1C2C30E4B8","WHW07269.BR1","BO3 - Bonneville WA Shore Ladder/AFF","7/27/2010 7:58:05 AM","7/27/2010 9:00:41 AM","WEIR 34","AFF SOUTH FLUME [ISO 134KHZ]","9/26/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/27/2010"
"3D9.1C2C30E4B8","WHW07269.BR1","BO4 - Bonneville WA Ladder Slots","7/27/2010 10:24:25 AM","7/27/2010 10:32:28 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/26/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/27/2010"
"3D9.1C2C30E50D","WHW08155.BR2","BO1 - Bonneville Bradford Is. Ladder","7/9/2010 4:59:53 PM","7/9/2010 6:14:01 PM","A-BRANCH WEIR 44","VERTICAL SLOT DETECTORS","6/3/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/09/2010"
"3D9.1C2C30E583","WHW08260.BR1","BO2 - Bonneville Cascades Is. Ladder","8/3/2011 1:46:20 PM","8/3/2011 1:55:21 PM","WEIR 45","WEIR 52","9/16/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/03/2011"
"3D9.1C2C30E583","WHW08260.BR1","BO4 - Bonneville WA Ladder Slots","8/4/2011 8:43:24 AM","8/4/2011 8:48:50 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/16/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/04/2011"
"3D9.1C2C30E79E","WHW07179.MC1","BO3 - Bonneville WA Shore Ladder/AFF","7/31/2009 6:31:40 PM","7/31/2009 6:37:44 PM","WEIR 34","WEIR 37","6/28/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/31/2009"
"3D9.1C2C30E79E","WHW07179.MC1","BO4 - Bonneville WA Ladder Slots","8/1/2009 5:24:00 AM","8/1/2009 5:55:35 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","6/28/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","08/01/2009"
"3D9.1C2C30E800","WHW08248.MC1","BO1 - Bonneville Bradford Is. Ladder","7/11/2010 8:38:11 PM","7/12/2010 5:11:31 AM","A-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","9/4/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/11/2010"
"3D9.1C2C30EC13","WHW07209.BC1","BO1 - Bonneville Bradford Is. Ladder","7/23/2009 12:43:32 PM","7/23/2009 1:58:31 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","7/29/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","07/23/2009"
"3D9.1C2C30ED0E","WHW07176.MC1","BO2 - Bonneville Cascades Is. Ladder","8/12/2010 6:23:40 PM","8/12/2010 6:41:54 PM","WEIR 45","WEIR 52","6/25/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","08/12/2010"
"3D9.1C2C30ED0E","WHW07176.MC1","BO4 - Bonneville WA Ladder Slots","8/13/2010 7:55:08 AM","8/13/2010 8:04:24 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","6/25/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","08/13/2010"
"3D9.1C2C30F5A6","WHW07179.MC1","BO3 - Bonneville WA Shore Ladder/AFF","7/23/2009 10:43:15 AM","7/23/2009 11:16:00 AM","WEIR 34","WEIR 59","6/28/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/23/2009"
"3D9.1C2C30F5A6","WHW07179.MC1","BO4 - Bonneville WA Ladder Slots","7/23/2009 11:48:40 AM","7/23/2009 11:54:35 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","6/28/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/23/2009"
"3D9.1C2C30F5AE","WHW07267.BR1","BO3 - Bonneville WA Shore Ladder/AFF","8/13/2009 7:42:24 AM","8/13/2009 8:12:05 AM","WEIR 34","WEIR 53","9/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/13/2009"
"3D9.1C2C30F5AE","WHW07267.BR1","BO4 - Bonneville WA Ladder Slots","8/13/2009 8:55:42 AM","8/13/2009 9:05:26 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/24/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/13/2009"
"3D9.1C2C30F5E3","WHW07209.BC1","BO2 - Bonneville Cascades Is. Ladder","7/27/2009 3:03:39 PM","7/27/2009 3:18:15 PM","WEIR 45","WEIR 52","7/29/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","07/27/2009"
"3D9.1C2C30F5E3","WHW07209.BC1","BO4 - Bonneville WA Ladder Slots","7/28/2009 4:39:49 AM","7/28/2009 4:54:54 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","7/29/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","07/28/2009"
"3D9.1C2C30F6FD","WHW08155.BR2","BO1 - Bonneville Bradford Is. Ladder","7/30/2011 8:32:11 AM","7/30/2011 9:32:05 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","6/3/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/30/2011"
"3D9.1C2C30FD75","WHW07245.MC2","BO2 - Bonneville Cascades Is. Ladder","7/13/2010 7:13:44 AM","7/13/2010 7:27:50 AM","WEIR 45","WEIR 52","9/2/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/13/2010"
"3D9.1C2C30FD75","WHW07245.MC2","BO4 - Bonneville WA Ladder Slots","7/13/2010 9:30:18 AM","7/13/2010 9:38:32 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/2/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/13/2010"
"3D9.1C2C30FDA0","WHW07209.BC1","BO2 - Bonneville Cascades Is. Ladder","8/10/2009 8:28:27 AM","8/10/2009 8:29:59 AM","WEIR 45","WEIR 52","7/29/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","08/10/2009"
"3D9.1C2C30FDA0","WHW07209.BC1","BO4 - Bonneville WA Ladder Slots","8/10/2009 9:50:32 AM","8/10/2009 9:58:03 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","7/29/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","08/10/2009"
"3D9.1C2C31005C","WHW07268.BR1","BO3 - Bonneville WA Shore Ladder/AFF","7/9/2010 7:20:41 PM","7/9/2010 7:59:08 PM","WEIR 34","WEIR 59","9/25/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/09/2010"
"3D9.1C2C31005C","WHW07268.BR1","BO4 - Bonneville WA Ladder Slots","7/10/2010 4:41:29 AM","7/10/2010 5:00:51 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/25/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/10/2010"
"3D9.1C2C31075F","WHW07183.BC1","BO1 - Bonneville Bradford Is. Ladder","8/22/2010 4:10:46 PM","8/22/2010 5:25:18 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","7/2/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFBC - Black Canyon Creek, South Fork John Day River","1","08/22/2010"
"3D9.1C2C310F6A","WHW07275.BR1","BO2 - Bonneville Cascades Is. Ladder","7/26/2009 6:44:13 AM","7/26/2009 7:22:58 AM","WEIR 45","WEIR 52","10/2/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/26/2009"
"3D9.1C2C310F6A","WHW07275.BR1","BO4 - Bonneville WA Ladder Slots","7/26/2009 5:11:20 PM","7/27/2009 10:36:09 AM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","10/2/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/26/2009"
"3D9.1C2C3110BF","WHW08247.MC1","BO3 - Bonneville WA Shore Ladder/AFF","7/9/2010 11:15:06 AM","7/9/2010 12:40:09 PM","WEIR 34","WEIR 58","9/3/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/09/2010"
"3D9.1C2C3110BF","WHW08247.MC1","BO4 - Bonneville WA Ladder Slots","7/9/2010 1:31:17 PM","7/9/2010 1:34:16 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","9/3/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/09/2010"
"3D9.1C2C31243F","WHW07336.BR1","BO3 - Bonneville WA Shore Ladder/AFF","7/17/2009 11:47:12 AM","7/17/2009 12:46:23 PM","WEIR 34","WEIR 59","12/2/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/17/2009"
"3D9.1C2C31243F","WHW07336.BR1","BO4 - Bonneville WA Ladder Slots","7/17/2009 1:26:28 PM","7/17/2009 1:31:17 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","12/2/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/17/2009"
"3D9.1C2C3125ED","WHW07342.MC1","BO1 - Bonneville Bradford Is. Ladder","6/28/2009 4:28:49 PM","6/28/2009 5:31:00 PM","A-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","12/8/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","06/28/2009"
"3D9.1C2C3130E5","WHW08157.BR1","BO1 - Bonneville Bradford Is. Ladder","7/29/2011 11:58:51 AM","7/29/2011 1:45:58 PM","A-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","6/6/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","07/29/2011"
"3D9.1C2C313936","WHW07346.BR1","BO1 - Bonneville Bradford Is. Ladder","8/23/2009 1:24:30 PM","8/23/2009 2:57:51 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","12/12/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","08/23/2009"
"3D9.1C2C313936","WHW07346.BR1","BO3 - Bonneville WA Shore Ladder/AFF","9/10/2010 11:57:06 AM","9/10/2010 12:44:29 PM","WEIR 34","WEIR 59","12/12/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","09/10/2010"
"3D9.1C2C313936","WHW07346.BR1","BO4 - Bonneville WA Ladder Slots","9/10/2010 1:31:30 PM","9/10/2010 1:57:32 PM","VERTICAL SLOT DETECTORS","VERTICAL SLOT DETECTORS","12/12/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BRIDGC - Bridge Creek, John Day River Basin","1","09/10/2010"
"3D9.1C2C314BA7","WHW07338.MC1","BO1 - Bonneville Bradford Is. Ladder","7/23/2009 7:37:17 PM","7/24/2009 6:37:39 AM","A-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","12/4/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/23/2009"
"3D9.1C2C314CBF","WHW07172.MC1","BO1 - Bonneville Bradford Is. Ladder","7/14/2010 10:05:00 AM","7/14/2010 11:02:47 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","6/21/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","07/14/2010"
"3D9.1C2C314CD9","WHW07250.MC1","BO1 - Bonneville Bradford Is. Ladder","9/4/2010 8:42:45 AM","9/4/2010 9:37:04 AM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","9/7/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","09/04/2010"
"3D9.1C2C314F96","WHW07176.MC1","BO1 - Bonneville Bradford Is. Ladder","8/12/2009 12:18:12 PM","8/12/2009 1:42:44 PM","B-BRANCH WEIR 43","VERTICAL SLOT DETECTORS","6/25/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","JSFMC - Murderers Creek, South Fork John Day River","1","08/12/2009"
