"","event_site_name","site_class","state"
"382","SFL - Shipherd Falls Ladder","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"383","SUC - Summit Creek, Klickitat","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"384","SWC - Swale Creek Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"385","SYC - Snyder Creek PIT Tag Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"386","TC4 - Trout Creek at 43 Road Bridge","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"387","TRA - Trout Creek Auxillary Site","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"388","TRC - Trout Creek, Wind River","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"389","WHC - Lwr White Creek, Klickitat Bsn","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"390","WRA - Upper Wind River Auxillary","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"391","WRU - Upper Wind River (WA) rkm 30","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"392","BCA - Blue Creek Instream Array","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"393","BSH - Big Sheep Crk. Upper Columbia ","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"394","FST - Foster Creek","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"395","NES - Nespelem River Instream Array","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"396","ONC - Onion Creek Upper Columbia","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"397","SPR - Sanpoil River Instream Array","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"398","WFS - West Fork Sanpoil River","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"399","ESANIS - East Sand Island, Columbia River","pre_BON_inriver","mainstem, mouth to BON"
"400","TWX - Estuary Towed Array (Exp.)","pre_BON_inriver","mainstem, mouth to BON"
"401","BONH - Bonneville Hatchery","pre_BON_inriver","mainstem, mouth to BON"
"402","PD7 - Columbia River Estuary rkm 70","pre_BON_inriver","mainstem, mouth to BON"
"403","BO1 - Bonneville Bradford Is. Ladder - ABORTED","pre_BON_inriver","mainstem, mouth to BON"
"404","BO2-BO3-BO4 - ABORTED","pre_BON_inriver","mainstem, mouth to BON"
"405","BHL - Adult Fishway at BONH","pre_BON_inriver","mainstem, mouth to BON"
"406","COLR4 - Columbia River - Bonneville Dam to John Day Dam (km 234-347)","BON_MCN_inriver","mainstem, BON to MCN"
"407","The Dalles Adult Fishways (combined)","BON_MCN_inriver","mainstem, BON to MCN"
"408","JDJ - John Day Dam Juvenile","BON_MCN_inriver","mainstem, BON to MCN"
"409","LMILIS - Little Miller Island, Columbia River","BON_MCN_inriver","mainstem, BON to MCN"
"410","TDLPI - Lone Pine Island and associated unnamed islands near The Dalles Dam","BON_MCN_inriver","mainstem, BON to MCN"
"411","COLR5 - Columbia River - John Day Dam to Snake River (km 347-522)","BON_MCN_inriver","mainstem, BON to MCN"
"412","JO2 - John Day North Fish Ladder","BON_MCN_inriver","mainstem, BON to MCN"
"413","JDALD1 - JDA - Release into south fish ladder","BON_MCN_inriver","mainstem, BON to MCN"
"414","JO1 - John Day South Fish Ladder","BON_MCN_inriver","mainstem, BON to MCN"
"415","JDALD2 - JDA - Release into north fish ladder","BON_MCN_inriver","mainstem, BON to MCN"
"416","John Day Dam Adult Fishways (combined)","BON_MCN_inriver","mainstem, BON to MCN"
"417","MC1 - McNary Oregon Shore Ladder - ABORTED","BON_MCN_inriver","mainstem, BON to MCN"
"418","MC2 - McNary Washington Shore Ladder - ABORTED","BON_MCN_inriver","mainstem, BON to MCN"
"419","BADGEI - Badger Island, Columbia River","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"420","PRH - Priest Rapids Hatchery Outfall","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"421","RSH - Ringold Springs Hatch. Outfall","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"422","PRA2 - Priest Rapids Adult East Ladder - ABORTED","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"423","GRJ - Lower Granite Dam Juvenile","ICH_LGR_inriver","mainstem, ICH to LGR"
"424","GOJ - Little Goose Dam Juvenile","ICH_LGR_inriver","mainstem, ICH to LGR"
"425","LMJ - Lower Monumental Dam Juvenile","ICH_LGR_inriver","mainstem, ICH to LGR"
"426","LGRTAL - LGR - Release into the Tailrace within 0.5 km downstream of Dam","ICH_LGR_inriver","mainstem, ICH to LGR"
"427","LMA - Lower Monumental Adult Ladders","ICH_LGR_inriver","mainstem, ICH to LGR"
"428","GOA - Little Goose Fish Ladder","ICH_LGR_inriver","mainstem, ICH to LGR"
"429","LYFE - Lyons Ferry Hatchery","ICH_LGR_inriver","mainstem, ICH to LGR"
"430","SNAKE1 - Snake River - mouth to Palouse River (km 0-96)","ICH_LGR_inriver","mainstem, ICH to LGR"
"431","SNAKE2 - Snake River - Palouse River to Clearwater River (km 96-224)","ICH_LGR_inriver","mainstem, ICH to LGR"
"432","GRA - Lower Granite Dam Adult - ABORTED","ICH_LGR_inriver","mainstem, ICH to LGR"
"433","CHJO - Chief Joseph Hatchery","upstream_WEL_inriver","mainstem, upstream of WEL"
"434","OXBO - Oxbow Hatchery (IDFG)","upstream_WEL_inriver","mainstem, upstream of WEL"
"435","COLR8 - Columbia River - Chelan Falls, WA to Grand Coulee Dam (km 809-960)","upstream_WEL_inriver","mainstem, upstream of WEL"
"436","WELFBY - WEL - Release into the Forebay within 0.5 km upstream of Dam","upstream_WEL_inriver","mainstem, upstream of WEL"
"437","SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397)","upstream_LGR_inriver","mainstem, upstream of LGR"
"438","WELH - Wells Hatchery","RRE_WEL_inriver","mainstem, RRE to WEL"
"439","WEH - Wells Dam Hatchery","RRE_WEL_inriver","mainstem, RRE to WEL"
"440","WELTAL - WEL - Release into the Tailrace within 0.5 km downstream of Dam","RRE_WEL_inriver","mainstem, RRE to WEL"
"441","EBO - East Bank Hatchery Outfall","RRE_WEL_inriver","mainstem, RRE to WEL"
"442","WEA1 - Wells Dam, DCPUD Left Adult Ladder - ABORTED","RRE_WEL_inriver","mainstem, RRE to WEL"
"443","WEA2 - Wells Dam, DCPUD Right Adult Ladder - ABORTED","RRE_WEL_inriver","mainstem, RRE to WEL"
"444","BCC - BON PH2 Corner Collector","BON_fallback_arrays","mainstem, mouth to BON"
"445","B2J - Bonneville PH2 Juvenile","BON_fallback_arrays","mainstem, mouth to BON"
"446","BO1 - Bonneville Bradford Is. Ladder - DESCENT","BON_fallback_arrays","mainstem, mouth to BON"
"447","MCJ - McNary Dam Juvenile","MCN_fallback_arrays","mainstem, BON to MCN"
"448","MC1 - McNary Oregon Shore Ladder - DESCENT","MCN_fallback_arrays","mainstem, BON to MCN"
"449","MC2 - McNary Washington Shore Ladder - DESCENT","MCN_fallback_arrays","mainstem, BON to MCN"
"450","ICB - Ice Harbor Bypass","ICH_fallback_arrays","mainstem, MCN to ICH or PRA"
"451","GRJ - Lower Granite Dam Juvenile","LGR_fallback_arrays","mainstem, ICH to LGR"
"452","GRS - Lower Granite Dam Spillway","LGR_fallback_arrays","mainstem, ICH to LGR"
"453","GRA - Lower Granite Dam Adult - DESCENT","LGR_fallback_arrays","mainstem, ICH to LGR"
"454","RRJ - Rocky Reach Dam Juvenile","RRE_fallback_arrays","mainstem, RIS to RRE"
"455","RI2BYP - RIS - Release into the PH2 Juvenile Facility Bypass Flume/Pipe","RIS_fallback_arrays","mainstem, PRA to RIS"
"456","WEJ - Wells Dam Bypass Bay Sample","WEL_fallback_arrays","mainstem, RRE to WEL"
"457","WEA1 - Wells Dam, DCPUD Left Adult Ladder - DESCENT","WEL_fallback_arrays","mainstem, RRE to WEL"
"458","WEA2 - Wells Dam, DCPUD Right Adult Ladder - DESCENT","WEL_fallback_arrays","mainstem, RRE to WEL"
"459","WEA1 - Wells Dam, DCPUD Left Adult Ladder - TRAPPED","WEL_trap_arrays","WEL traps"
"460","WEA2 - Wells Dam, DCPUD Right Adult Ladder - TRAPPED","WEL_trap_arrays","WEL traps"
"461","lost","lost","lost"
