"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Event Site Basin Name","Event Site Info Name","Event Site Info Code","Event Site Code Value","Event Site Subbasin Code","Event Site Subbasin Name","Event Site RKM Value","Event Site RKM Total","CTH Count"
"3D9.1C2C30E79E","Observation","MC2 - McNary Washington Shore Ladder","10/26/2009","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","22"
"3D9.1C2C30E79E","Recapture","JDARSF - South Fork John Day River","5/21/2008","JDARSF - South Fork John Day River","5/21/2008","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1C2C30E79E","Recapture","JSFMC - Murderers Creek, South Fork John Day River","12/8/2007","JSFMC - Murderers Creek, South Fork John Day River","12/8/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C30E800","Mark","JSFMC - Murderers Creek, South Fork John Day River","9/4/2008","JSFMC - Murderers Creek, South Fork John Day River","9/4/2008","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C30E800","Observation","BO1 - Bonneville Bradford Is. Ladder","7/11/2010","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","15"
"3D9.1C2C30E800","Observation","BO1 - Bonneville Bradford Is. Ladder","7/12/2010","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","16"
"3D9.1C2C30E800","Observation","JDJ - John Day Dam Juvenile","5/7/2009","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2C30EC13","Mark","JSFBC - Black Canyon Creek, South Fork John Day River","7/28/2007","JSFBC - Black Canyon Creek, South Fork John Day River","7/29/2007","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1C2C30EC13","Observation","BO1 - Bonneville Bradford Is. Ladder","7/23/2009","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","16"
"3D9.1C2C30EC13","Observation","MC1 - McNary Oregon Shore Ladder","8/2/2009","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","14"
"3D9.1C2C30ED0E","Mark","JSFMC - Murderers Creek, South Fork John Day River","6/25/2007","JSFMC - Murderers Creek, South Fork John Day River","6/25/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C30ED0E","Observation","BO2 - Bonneville Cascades Is. Ladder","8/12/2010","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","14"
"3D9.1C2C30ED0E","Observation","BO4 - Bonneville WA Ladder Slots","8/13/2010","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2C30ED0E","Observation","JDJ - John Day Dam Juvenile","5/20/2008","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","14"
"3D9.1C2C30F5A6","Mark","JSFMC - Murderers Creek, South Fork John Day River","6/28/2007","JSFMC - Murderers Creek, South Fork John Day River","6/28/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C30F5A6","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/23/2009","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","17"
"3D9.1C2C30F5A6","Observation","BO4 - Bonneville WA Ladder Slots","7/23/2009","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2C30F5A6","Observation","JD1 - John Day River, McDonald Ferry","10/16/2009","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","12"
"3D9.1C2C30F5A6","Observation","JDJ - John Day Dam Juvenile","5/19/2008","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","13"
"3D9.1C2C30F5A6","Observation","MC1 - McNary Oregon Shore Ladder","8/31/2009","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","15"
"3D9.1C2C30F5A6","Observation","MCJ - McNary Dam Juvenile","10/9/2009","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","4"
"3D9.1C2C30F5A6","Recapture","JSFMC - Murderers Creek, South Fork John Day River","9/14/2007","JSFMC - Murderers Creek, South Fork John Day River","9/14/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C30F5A6","Recapture","JSFMC - Murderers Creek, South Fork John Day River","9/15/2007","JSFMC - Murderers Creek, South Fork John Day River","9/15/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C30F5A6","Recapture","JSFMC - Murderers Creek, South Fork John Day River","12/7/2007","JSFMC - Murderers Creek, South Fork John Day River","12/7/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C30F5AE","Mark","BRIDGC - Bridge Creek, John Day River Basin","9/24/2007","BRIDGC - Bridge Creek, John Day River Basin","9/24/2007","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2C30F5AE","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/13/2009","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","2"
"3D9.1C2C30F5AE","Observation","BO4 - Bonneville WA Ladder Slots","8/13/2009","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2C30F5AE","Observation","JD1 - John Day River, McDonald Ferry","4/10/2010","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","5"
"3D9.1C2C30F5AE","Observation","MC1 - McNary Oregon Shore Ladder","10/19/2009","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","5"
"3D9.1C2C30F5AE","Observation","MC2 - McNary Washington Shore Ladder","4/8/2010","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","19"
"3D9.1C2C30F5E3","Mark","JSFBC - Black Canyon Creek, South Fork John Day River","7/28/2007","JSFBC - Black Canyon Creek, South Fork John Day River","7/29/2007","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1C2C30F5E3","Observation","BCC - BON PH2 Corner Collector","5/11/2010","","","Lower Columbia","BON PH2 Corner Collector","BCC","BCC","17080001","Lower Columbia-Sandy","234","234","1"
"3D9.1C2C30F5E3","Observation","BO2 - Bonneville Cascades Is. Ladder","7/27/2009","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","11"
"3D9.1C2C30F5E3","Observation","BO4 - Bonneville WA Ladder Slots","7/28/2009","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2C30F5E3","Observation","GRA - Lower Granite Dam Adult","9/12/2009","","","Lower Snake","Lower Granite Dam Adult","GRA","GRA","17060107","Lower Snake-Tucannon","522.173","695","4"
"3D9.1C2C30F5E3","Observation","GRA - Lower Granite Dam Adult","9/13/2009","","","Lower Snake","Lower Granite Dam Adult","GRA","GRA","17060107","Lower Snake-Tucannon","522.173","695","4"
"3D9.1C2C30F5E3","Observation","ICH - Ice Harbor Dam (Combined)","9/7/2009","","","Lower Snake","Ice Harbor Dam (Combined)","ICH","ICH","17060110","Lower Snake","522.016","538","13"
"3D9.1C2C30F5E3","Observation","JDJ - John Day Dam Juvenile","5/22/2008","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2C30F5E3","Observation","MC2 - McNary Washington Shore Ladder","9/1/2009","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","11"
"3D9.1C2C30F5E3","Observation","TWX - Estuary Towed Array (Exp.)","5/13/2010","","","Lower Columbia","Estuary Towed Array (Exp.)","TWX","TWX","17080003","Lower Columbia-Clatskanie","075","75","11"
"3D9.1C2C30F6FD","Mark","BRIDGC - Bridge Creek, John Day River Basin","6/3/2008","BRIDGC - Bridge Creek, John Day River Basin","6/3/2008","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2C30F6FD","Observation","BO1 - Bonneville Bradford Is. Ladder","7/30/2011","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","17"
"3D9.1C2C30F6FD","Observation","JDJ - John Day Dam Juvenile","5/6/2009","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2C30F6FD","Observation","MC1 - McNary Oregon Shore Ladder","8/9/2011","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","13"
"3D9.1C2C30F6FD","Recapture","BRIDGC - Bridge Creek, John Day River Basin","9/17/2008","BRIDGC - Bridge Creek, John Day River Basin","9/17/2008","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2C30FD75","Mark","JSFMC - Murderers Creek, South Fork John Day River","9/2/2007","JSFMC - Murderers Creek, South Fork John Day River","9/2/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C30FD75","Observation","B2J - Bonneville PH2 Juvenile","5/28/2008","","","Lower Columbia","Bonneville PH2 Juvenile","B2J","B2J","17080001","Lower Columbia-Sandy","234","234","10"
"3D9.1C2C30FD75","Observation","BO2 - Bonneville Cascades Is. Ladder","7/13/2010","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","15"
"3D9.1C2C30FD75","Observation","BO4 - Bonneville WA Ladder Slots","7/13/2010","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2C30FDA0","Mark","JSFBC - Black Canyon Creek, South Fork John Day River","7/28/2007","JSFBC - Black Canyon Creek, South Fork John Day River","7/29/2007","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1C2C30FDA0","Observation","BO2 - Bonneville Cascades Is. Ladder","8/10/2009","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","11"
"3D9.1C2C30FDA0","Observation","BO4 - Bonneville WA Ladder Slots","8/10/2009","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1C2C30FDA0","Observation","JDJ - John Day Dam Juvenile","5/1/2008","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","13"
"3D9.1C2C30FDA0","Observation","MC1 - McNary Oregon Shore Ladder","9/27/2009","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","15"
"3D9.1C2C30FDA0","Observation","MC2 - McNary Washington Shore Ladder","3/9/2010","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","14"
"3D9.1C2C30FDA0","Recapture","JSFBC - Black Canyon Creek, South Fork John Day River","8/2/2007","JSFBC - Black Canyon Creek, South Fork John Day River","8/2/2007","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1C2C31005C","Mark","BRIDGC - Bridge Creek, John Day River Basin","9/25/2007","BRIDGC - Bridge Creek, John Day River Basin","9/25/2007","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2C31005C","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/9/2010","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","15"
"3D9.1C2C31005C","Observation","BO4 - Bonneville WA Ladder Slots","7/10/2010","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2C31005C","Observation","JD1 - John Day River, McDonald Ferry","1/15/2011","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","17"
"3D9.1C2C31005C","Observation","JDJ - John Day Dam Juvenile","4/28/2009","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2C31075F","Mark","JSFBC - Black Canyon Creek, South Fork John Day River","7/2/2007","JSFBC - Black Canyon Creek, South Fork John Day River","7/2/2007","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1C2C31075F","Observation","BO1 - Bonneville Bradford Is. Ladder","8/22/2010","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","18"
"3D9.1C2C31075F","Observation","JDJ - John Day Dam Juvenile","4/20/2009","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2C31075F","Observation","MC1 - McNary Oregon Shore Ladder","8/31/2010","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","17"
"3D9.1C2C31075F","Observation","TMF - Three Mile Falls Dam Combined","1/16/2011","","","Middle Columbia","Three Mile Falls Dam Combined","TMF","TMF","17070103","Umatilla","465.005","470","1"
"3D9.1C2C31075F","Observation","TMF - Three Mile Falls Dam Combined","5/7/2011","","","Middle Columbia","Three Mile Falls Dam Combined","TMF","TMF","17070103","Umatilla","465.005","470","1"
"3D9.1C2C310F6A","Mark","BRIDGC - Bridge Creek, John Day River Basin","10/2/2007","BRIDGC - Bridge Creek, John Day River Basin","10/2/2007","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2C310F6A","Observation","BO2 - Bonneville Cascades Is. Ladder","7/26/2009","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","12"
"3D9.1C2C310F6A","Observation","BO4 - Bonneville WA Ladder Slots","7/26/2009","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2C310F6A","Observation","BO4 - Bonneville WA Ladder Slots","7/27/2009","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","30"
"3D9.1C2C310F6A","Observation","JD1 - John Day River, McDonald Ferry","10/16/2009","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","5"
"3D9.1C2C3110BF","Mark","JSFMC - Murderers Creek, South Fork John Day River","9/3/2008","JSFMC - Murderers Creek, South Fork John Day River","9/3/2008","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C3110BF","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/9/2010","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","21"
"3D9.1C2C3110BF","Observation","BO4 - Bonneville WA Ladder Slots","7/9/2010","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1C2C3110BF","Observation","JDJ - John Day Dam Juvenile","4/28/2009","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","16"
"3D9.1C2C3110BF","Observation","MC1 - McNary Oregon Shore Ladder","7/17/2010","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","13"
"3D9.1C2C3110BF","Observation","MC1 - McNary Oregon Shore Ladder","11/13/2010","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","11"
"3D9.1C2C3110BF","Observation","MC2 - McNary Washington Shore Ladder","11/8/2010","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","10"
"3D9.1C2C3110BF","Observation","PRA - Priest Rapids Adult","7/29/2010","","","Upper Columbia","Priest Rapids Adult","PRA","PRA","17020016","Upper Columbia-Priest Rapids","639","639","2"
"3D9.1C2C3110BF","Observation","RIA - Rock Island Adult","8/9/2010","","","Upper Columbia","Rock Island Adult","RIA","RIA","17020010","Upper Columbia-Entiat","730","730","3"
"3D9.1C2C3110BF","Observation","RIA - Rock Island Adult","10/8/2010","","","Upper Columbia","Rock Island Adult","RIA","RIA","17020010","Upper Columbia-Entiat","730","730","2"
"3D9.1C2C3110BF","Recapture","JDARSF - South Fork John Day River","10/24/2008","JDARSF - South Fork John Day River","10/24/2008","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1C2C31243F","Mark","BRIDGC - Bridge Creek, John Day River Basin","12/2/2007","BRIDGC - Bridge Creek, John Day River Basin","12/2/2007","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2C31243F","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/17/2009","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","22"
"3D9.1C2C31243F","Observation","BO4 - Bonneville WA Ladder Slots","7/17/2009","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2C31243F","Observation","JD1 - John Day River, McDonald Ferry","11/7/2009","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","9"
"3D9.1C2C31243F","Observation","MC1 - McNary Oregon Shore Ladder","8/7/2009","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","12"
"3D9.1C2C31243F","Observation","MC1 - McNary Oregon Shore Ladder","8/8/2009","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","7"
"3D9.1C2C31243F","Observation","MCJ - McNary Dam Juvenile","10/2/2009","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","4"
"3D9.1C2C31243F","Recapture","BRIDGC - Bridge Creek, John Day River Basin","12/3/2007","BRIDGC - Bridge Creek, John Day River Basin","12/3/2007","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2C3125ED","Mark","JSFMC - Murderers Creek, South Fork John Day River","12/8/2007","JSFMC - Murderers Creek, South Fork John Day River","12/8/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C3125ED","Observation","BO1 - Bonneville Bradford Is. Ladder","6/28/2009","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","15"
"3D9.1C2C3125ED","Observation","JDJ - John Day Dam Juvenile","5/21/2008","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","15"
"3D9.1C2C3125ED","Recapture","JSFMC - Murderers Creek, South Fork John Day River","12/9/2007","JSFMC - Murderers Creek, South Fork John Day River","12/9/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C3130E5","Mark","BRIDGC - Bridge Creek, John Day River Basin","6/5/2008","BRIDGC - Bridge Creek, John Day River Basin","6/6/2008","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2C3130E5","Observation","BCC - BON PH2 Corner Collector","5/1/2009","","","Lower Columbia","BON PH2 Corner Collector","BCC","BCC","17080001","Lower Columbia-Sandy","234","234","1"
"3D9.1C2C3130E5","Observation","BO1 - Bonneville Bradford Is. Ladder","7/29/2011","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","22"
"3D9.1C2C3130E5","Observation","MC1 - McNary Oregon Shore Ladder","10/23/2011","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","9"
"3D9.1C2C3130E5","Observation","MC1 - McNary Oregon Shore Ladder","10/24/2011","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","32"
"3D9.1C2C3130E5","Observation","MC2 - McNary Washington Shore Ladder","8/15/2011","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","16"
"3D9.1C2C3130E5","Observation","MCJ - McNary Dam Juvenile","10/23/2011","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","4"
"3D9.1C2C313936","Mark","BRIDGC - Bridge Creek, John Day River Basin","12/12/2007","BRIDGC - Bridge Creek, John Day River Basin","12/12/2007","John Day","Bridge Creek, John Day River Basin","BRIDGC","BRIDGC","17070204","Lower John Day","351.218","569","1"
"3D9.1C2C313936","Observation","BCC - BON PH2 Corner Collector","4/29/2011","","","Lower Columbia","BON PH2 Corner Collector","BCC","BCC","17080001","Lower Columbia-Sandy","234","234","1"
"3D9.1C2C313936","Observation","BO1 - Bonneville Bradford Is. Ladder","8/23/2009","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","17"
"3D9.1C2C313936","Observation","BO3 - Bonneville WA Shore Ladder/AFF","9/10/2010","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","27"
"3D9.1C2C313936","Observation","BO4 - Bonneville WA Ladder Slots","9/10/2010","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2C314BA7","Mark","JSFMC - Murderers Creek, South Fork John Day River","12/4/2007","JSFMC - Murderers Creek, South Fork John Day River","12/4/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C314BA7","Observation","BO1 - Bonneville Bradford Is. Ladder","7/23/2009","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2C314BA7","Observation","BO1 - Bonneville Bradford Is. Ladder","7/24/2009","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2C314BA7","Observation","JD1 - John Day River, McDonald Ferry","10/8/2009","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","47"
"3D9.1C2C314BA7","Observation","MC1 - McNary Oregon Shore Ladder","9/15/2009","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","15"
"3D9.1C2C314BA7","Observation","MCJ - McNary Dam Juvenile","9/22/2009","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","6"
"3D9.1C2C314CBF","Mark","JSFMC - Murderers Creek, South Fork John Day River","6/21/2007","JSFMC - Murderers Creek, South Fork John Day River","6/21/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C314CBF","Observation","BO1 - Bonneville Bradford Is. Ladder","7/14/2010","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","15"
"3D9.1C2C314CBF","Observation","JD1 - John Day River, McDonald Ferry","11/15/2010","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","8"
"3D9.1C2C314CBF","Observation","MC1 - McNary Oregon Shore Ladder","9/25/2010","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","18"
"3D9.1C2C314CD9","Mark","JSFMC - Murderers Creek, South Fork John Day River","9/7/2007","JSFMC - Murderers Creek, South Fork John Day River","9/7/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C314CD9","Observation","BO1 - Bonneville Bradford Is. Ladder","9/4/2010","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","10"
"3D9.1C2C314CD9","Observation","GRA - Lower Granite Dam Adult","9/20/2010","","","Lower Snake","Lower Granite Dam Adult","GRA","GRA","17060107","Lower Snake-Tucannon","522.173","695","8"
"3D9.1C2C314CD9","Observation","ICH - Ice Harbor Dam (Combined)","9/14/2010","","","Lower Snake","Ice Harbor Dam (Combined)","ICH","ICH","17060110","Lower Snake","522.016","538","14"
"3D9.1C2C314CD9","Observation","ICH - Ice Harbor Dam (Combined)","9/15/2010","","","Lower Snake","Ice Harbor Dam (Combined)","ICH","ICH","17060110","Lower Snake","522.016","538","11"
"3D9.1C2C314CD9","Observation","MC1 - McNary Oregon Shore Ladder","9/10/2010","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","10"
"3D9.1C2C314F96","Mark","JSFMC - Murderers Creek, South Fork John Day River","6/25/2007","JSFMC - Murderers Creek, South Fork John Day River","6/25/2007","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1C2C314F96","Observation","BO1 - Bonneville Bradford Is. Ladder","8/12/2009","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","11"
"3D9.1C2C314F96","Observation","JD1 - John Day River, McDonald Ferry","9/14/2009","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","5"
