"day","year","temp","date"
100,2004,6.303,"2004-04-09"
101,2004,6.405,"2004-04-10"
102,2004,6.704,"2004-04-11"
103,2004,6.949,"2004-04-12"
104,2004,7.06,"2004-04-13"
105,2004,6.852,"2004-04-14"
106,2004,6.683,"2004-04-15"
107,2004,6.637,"2004-04-16"
108,2004,6.778,"2004-04-17"
109,2004,6.981,"2004-04-18"
110,2004,6.961,"2004-04-19"
111,2004,7.049,"2004-04-20"
112,2004,7.227,"2004-04-21"
113,2004,7.25,"2004-04-22"
114,2004,7.524,"2004-04-23"
115,2004,7.49,"2004-04-24"
116,2004,7.681,"2004-04-25"
117,2004,7.958,"2004-04-26"
118,2004,7.924,"2004-04-27"
119,2004,7.94,"2004-04-28"
120,2004,7.912,"2004-04-29"
121,2004,8.37,"2004-04-30"
122,2004,8.822,"2004-05-01"
123,2004,8.914,"2004-05-02"
124,2004,8.549,"2004-05-03"
125,2004,8.831,"2004-05-04"
126,2004,9.319,"2004-05-05"
127,2004,9.259,"2004-05-06"
128,2004,9.254,"2004-05-07"
129,2004,9.201,"2004-05-08"
130,2004,9.336,"2004-05-09"
131,2004,9.317,"2004-05-10"
132,2004,9.343,"2004-05-11"
133,2004,9.398,"2004-05-12"
134,2004,9.435,"2004-05-13"
135,2004,9.581,"2004-05-14"
136,2004,9.817,"2004-05-15"
137,2004,9.951,"2004-05-16"
138,2004,10.435,"2004-05-17"
139,2004,10.521,"2004-05-18"
140,2004,10.84,"2004-05-19"
141,2004,10.919,"2004-05-20"
142,2004,11.153,"2004-05-21"
143,2004,11.227,"2004-05-22"
144,2004,11.208,"2004-05-23"
145,2004,11.472,"2004-05-24"
146,2004,11.354,"2004-05-25"
147,2004,11.31,"2004-05-26"
148,2004,11.396,"2004-05-27"
149,2004,11.484,"2004-05-28"
150,2004,11.569,"2004-05-29"
151,2004,11.817,"2004-05-30"
152,2004,11.88,"2004-05-31"
153,2004,12.019,"2004-06-01"
154,2004,12.066,"2004-06-02"
155,2004,12.13,"2004-06-03"
156,2004,12.111,"2004-06-04"
157,2004,12.62,"2004-06-05"
158,2004,12.847,"2004-06-06"
159,2004,12.919,"2004-06-07"
160,2004,13.027,"2004-06-08"
161,2004,13.042,"2004-06-09"
162,2004,12.806,"2004-06-10"
163,2004,12.657,"2004-06-11"
164,2004,13.127,"2004-06-12"
165,2004,13.118,"2004-06-13"
166,2004,13.104,"2004-06-14"
167,2004,13.192,"2004-06-15"
168,2004,13.407,"2004-06-16"
169,2004,13.442,"2004-06-17"
170,2004,13.553,"2004-06-18"
171,2004,13.697,"2004-06-19"
172,2004,13.977,"2004-06-20"
173,2004,14.333,"2004-06-21"
174,2004,14.676,"2004-06-22"
175,2004,14.787,"2004-06-23"
176,2004,15.1,"2004-06-24"
177,2004,15.389,"2004-06-25"
178,2004,15.421,"2004-06-26"
179,2004,15.549,"2004-06-27"
180,2004,15.637,"2004-06-28"
181,2004,15.435,"2004-06-29"
182,2004,15.475,"2004-06-30"
183,2004,15.315,"2004-07-01"
184,2004,NA,"2004-07-02"
185,2004,NA,"2004-07-03"
186,2004,NA,"2004-07-04"
187,2004,NA,"2004-07-05"
188,2004,NA,"2004-07-06"
189,2004,15.655,"2004-07-07"
190,2004,15.528,"2004-07-08"
191,2004,15.801,"2004-07-09"
192,2004,15.919,"2004-07-10"
193,2004,15.634,"2004-07-11"
194,2004,15.621,"2004-07-12"
195,2004,16.069,"2004-07-13"
196,2004,16.28,"2004-07-14"
197,2004,16.514,"2004-07-15"
198,2004,16.926,"2004-07-16"
199,2004,17.06,"2004-07-17"
200,2004,17.025,"2004-07-18"
201,2004,17.032,"2004-07-19"
202,2004,17.141,"2004-07-20"
203,2004,17.354,"2004-07-21"
204,2004,17.514,"2004-07-22"
205,2004,17.694,"2004-07-23"
206,2004,18.019,"2004-07-24"
207,2004,17.995,"2004-07-25"
208,2004,17.87,"2004-07-26"
209,2004,17.78,"2004-07-27"
210,2004,17.745,"2004-07-28"
211,2004,17.829,"2004-07-29"
212,2004,17.783,"2004-07-30"
213,2004,18.075,"2004-07-31"
214,2004,18.331,"2004-08-01"
215,2004,18.356,"2004-08-02"
216,2004,18.475,"2004-08-03"
217,2004,18.567,"2004-08-04"
218,2004,18.586,"2004-08-05"
219,2004,18.493,"2004-08-06"
220,2004,18.507,"2004-08-07"
221,2004,18.433,"2004-08-08"
222,2004,18.787,"2004-08-09"
223,2004,18.815,"2004-08-10"
224,2004,18.523,"2004-08-11"
225,2004,18.414,"2004-08-12"
226,2004,18.769,"2004-08-13"
227,2004,19.167,"2004-08-14"
228,2004,19.41,"2004-08-15"
229,2004,19.595,"2004-08-16"
230,2004,19.548,"2004-08-17"
231,2004,19.512,"2004-08-18"
232,2004,19.516,"2004-08-19"
233,2004,19.641,"2004-08-20"
234,2004,19.685,"2004-08-21"
235,2004,19.5,"2004-08-22"
236,2004,19.569,"2004-08-23"
237,2004,19.592,"2004-08-24"
238,2004,19.535,"2004-08-25"
239,2004,19.333,"2004-08-26"
240,2004,19.007,"2004-08-27"
241,2004,19.375,"2004-08-28"
242,2004,19.469,"2004-08-29"
243,2004,19.625,"2004-08-30"
244,2004,19.931,"2004-08-31"
245,2004,19.787,"2004-09-01"
246,2004,19.5,"2004-09-02"
247,2004,19.546,"2004-09-03"
248,2004,19.558,"2004-09-04"
249,2004,19.604,"2004-09-05"
250,2004,19.655,"2004-09-06"
251,2004,19.641,"2004-09-07"
252,2004,19.572,"2004-09-08"
253,2004,19.438,"2004-09-09"
254,2004,19.208,"2004-09-10"
255,2004,19.231,"2004-09-11"
256,2004,19.347,"2004-09-12"
257,2004,19.266,"2004-09-13"
258,2004,19.104,"2004-09-14"
259,2004,19.025,"2004-09-15"
260,2004,19.009,"2004-09-16"
261,2004,NA,"2004-09-17"
262,2004,NA,"2004-09-18"
263,2004,NA,"2004-09-19"
264,2004,NA,"2004-09-20"
265,2004,NA,"2004-09-21"
266,2004,NA,"2004-09-22"
267,2004,NA,"2004-09-23"
268,2004,NA,"2004-09-24"
269,2004,NA,"2004-09-25"
270,2004,NA,"2004-09-26"
271,2004,NA,"2004-09-27"
272,2004,NA,"2004-09-28"
273,2004,NA,"2004-09-29"
274,2004,NA,"2004-09-30"
275,2004,NA,"2004-10-01"
276,2004,NA,"2004-10-02"
277,2004,NA,"2004-10-03"
278,2004,NA,"2004-10-04"
279,2004,NA,"2004-10-05"
280,2004,NA,"2004-10-06"
281,2004,NA,"2004-10-07"
282,2004,NA,"2004-10-08"
283,2004,NA,"2004-10-09"
284,2004,NA,"2004-10-10"
285,2004,NA,"2004-10-11"
286,2004,NA,"2004-10-12"
287,2004,NA,"2004-10-13"
288,2004,NA,"2004-10-14"
289,2004,NA,"2004-10-15"
290,2004,NA,"2004-10-16"
291,2004,NA,"2004-10-17"
292,2004,NA,"2004-10-18"
293,2004,NA,"2004-10-19"
294,2004,NA,"2004-10-20"
295,2004,NA,"2004-10-21"
296,2004,NA,"2004-10-22"
297,2004,NA,"2004-10-23"
298,2004,NA,"2004-10-24"
299,2004,NA,"2004-10-25"
300,2004,NA,"2004-10-26"
301,2004,NA,"2004-10-27"
302,2004,NA,"2004-10-28"
303,2004,NA,"2004-10-29"
304,2004,NA,"2004-10-30"
305,2004,NA,"2004-10-31"
306,2004,NA,"2004-11-01"
307,2004,NA,"2004-11-02"
308,2004,NA,"2004-11-03"
309,2004,NA,"2004-11-04"
310,2004,NA,"2004-11-05"
311,2004,NA,"2004-11-06"
312,2004,NA,"2004-11-07"
313,2004,NA,"2004-11-08"
314,2004,NA,"2004-11-09"
315,2004,NA,"2004-11-10"
316,2004,NA,"2004-11-11"
317,2004,NA,"2004-11-12"
318,2004,NA,"2004-11-13"
319,2004,NA,"2004-11-14"
320,2004,NA,"2004-11-15"
321,2004,NA,"2004-11-16"
322,2004,NA,"2004-11-17"
323,2004,NA,"2004-11-18"
324,2004,NA,"2004-11-19"
325,2004,NA,"2004-11-20"
326,2004,NA,"2004-11-21"
327,2004,NA,"2004-11-22"
328,2004,NA,"2004-11-23"
329,2004,NA,"2004-11-24"
330,2004,NA,"2004-11-25"
331,2004,NA,"2004-11-26"
332,2004,NA,"2004-11-27"
333,2004,NA,"2004-11-28"
334,2004,NA,"2004-11-29"
335,2004,NA,"2004-11-30"
336,2004,NA,"2004-12-01"
337,2004,NA,"2004-12-02"
338,2004,NA,"2004-12-03"
339,2004,NA,"2004-12-04"
340,2004,NA,"2004-12-05"
341,2004,NA,"2004-12-06"
342,2004,NA,"2004-12-07"
343,2004,NA,"2004-12-08"
344,2004,NA,"2004-12-09"
345,2004,NA,"2004-12-10"
346,2004,NA,"2004-12-11"
347,2004,NA,"2004-12-12"
348,2004,NA,"2004-12-13"
349,2004,NA,"2004-12-14"
350,2004,NA,"2004-12-15"
351,2004,NA,"2004-12-16"
352,2004,NA,"2004-12-17"
353,2004,NA,"2004-12-18"
354,2004,NA,"2004-12-19"
355,2004,NA,"2004-12-20"
356,2004,NA,"2004-12-21"
357,2004,NA,"2004-12-22"
358,2004,NA,"2004-12-23"
359,2004,NA,"2004-12-24"
360,2004,NA,"2004-12-25"
361,2004,NA,"2004-12-26"
362,2004,NA,"2004-12-27"
363,2004,NA,"2004-12-28"
364,2004,NA,"2004-12-29"
365,2004,NA,"2004-12-30"
366,2004,NA,"2004-12-31"
1,2005,NA,"2005-01-01"
2,2005,NA,"2005-01-02"
3,2005,NA,"2005-01-03"
4,2005,NA,"2005-01-04"
5,2005,NA,"2005-01-05"
6,2005,NA,"2005-01-06"
7,2005,NA,"2005-01-07"
8,2005,NA,"2005-01-08"
9,2005,NA,"2005-01-09"
10,2005,NA,"2005-01-10"
11,2005,NA,"2005-01-11"
12,2005,NA,"2005-01-12"
13,2005,NA,"2005-01-13"
14,2005,NA,"2005-01-14"
15,2005,NA,"2005-01-15"
16,2005,NA,"2005-01-16"
17,2005,NA,"2005-01-17"
18,2005,NA,"2005-01-18"
19,2005,NA,"2005-01-19"
20,2005,NA,"2005-01-20"
21,2005,NA,"2005-01-21"
22,2005,NA,"2005-01-22"
23,2005,NA,"2005-01-23"
24,2005,NA,"2005-01-24"
25,2005,NA,"2005-01-25"
26,2005,NA,"2005-01-26"
27,2005,NA,"2005-01-27"
28,2005,NA,"2005-01-28"
29,2005,NA,"2005-01-29"
30,2005,NA,"2005-01-30"
31,2005,NA,"2005-01-31"
32,2005,NA,"2005-02-01"
33,2005,NA,"2005-02-02"
34,2005,NA,"2005-02-03"
35,2005,NA,"2005-02-04"
36,2005,NA,"2005-02-05"
37,2005,NA,"2005-02-06"
38,2005,NA,"2005-02-07"
39,2005,NA,"2005-02-08"
40,2005,NA,"2005-02-09"
41,2005,NA,"2005-02-10"
42,2005,NA,"2005-02-11"
43,2005,NA,"2005-02-12"
44,2005,NA,"2005-02-13"
45,2005,NA,"2005-02-14"
46,2005,NA,"2005-02-15"
47,2005,NA,"2005-02-16"
48,2005,NA,"2005-02-17"
49,2005,NA,"2005-02-18"
50,2005,NA,"2005-02-19"
51,2005,NA,"2005-02-20"
52,2005,NA,"2005-02-21"
53,2005,NA,"2005-02-22"
54,2005,NA,"2005-02-23"
55,2005,NA,"2005-02-24"
56,2005,NA,"2005-02-25"
57,2005,NA,"2005-02-26"
58,2005,NA,"2005-02-27"
59,2005,NA,"2005-02-28"
60,2005,NA,"2005-03-01"
61,2005,NA,"2005-03-02"
62,2005,NA,"2005-03-03"
63,2005,NA,"2005-03-04"
64,2005,NA,"2005-03-05"
65,2005,NA,"2005-03-06"
66,2005,NA,"2005-03-07"
67,2005,NA,"2005-03-08"
68,2005,NA,"2005-03-09"
69,2005,NA,"2005-03-10"
70,2005,NA,"2005-03-11"
71,2005,NA,"2005-03-12"
72,2005,NA,"2005-03-13"
73,2005,NA,"2005-03-14"
74,2005,NA,"2005-03-15"
75,2005,NA,"2005-03-16"
76,2005,NA,"2005-03-17"
77,2005,NA,"2005-03-18"
78,2005,NA,"2005-03-19"
79,2005,NA,"2005-03-20"
80,2005,NA,"2005-03-21"
81,2005,NA,"2005-03-22"
82,2005,NA,"2005-03-23"
83,2005,NA,"2005-03-24"
84,2005,NA,"2005-03-25"
85,2005,NA,"2005-03-26"
86,2005,NA,"2005-03-27"
87,2005,NA,"2005-03-28"
88,2005,NA,"2005-03-29"
89,2005,NA,"2005-03-30"
90,2005,4.624,"2005-03-31"
91,2005,4.692,"2005-04-01"
92,2005,4.789,"2005-04-02"
93,2005,4.775,"2005-04-03"
94,2005,4.815,"2005-04-04"
95,2005,4.852,"2005-04-05"
96,2005,4.952,"2005-04-06"
97,2005,5.157,"2005-04-07"
98,2005,5.449,"2005-04-08"
99,2005,5.583,"2005-04-09"
100,2005,5.69,"2005-04-10"
101,2005,5.917,"2005-04-11"
102,2005,5.863,"2005-04-12"
103,2005,5.66,"2005-04-13"
104,2005,5.738,"2005-04-14"
105,2005,5.736,"2005-04-15"
106,2005,5.725,"2005-04-16"
107,2005,5.708,"2005-04-17"
108,2005,5.928,"2005-04-18"
109,2005,6.315,"2005-04-19"
110,2005,6.444,"2005-04-20"
111,2005,6.569,"2005-04-21"
112,2005,7.037,"2005-04-22"
113,2005,7.271,"2005-04-23"
114,2005,7.491,"2005-04-24"
115,2005,7.813,"2005-04-25"
116,2005,7.975,"2005-04-26"
117,2005,8.086,"2005-04-27"
118,2005,8.315,"2005-04-28"
119,2005,8.315,"2005-04-29"
120,2005,8.257,"2005-04-30"
121,2005,8.4,"2005-05-01"
122,2005,8.435,"2005-05-02"
123,2005,8.62,"2005-05-03"
124,2005,8.507,"2005-05-04"
125,2005,8.785,"2005-05-05"
126,2005,8.995,"2005-05-06"
127,2005,9.06,"2005-05-07"
128,2005,9.275,"2005-05-08"
129,2005,9.315,"2005-05-09"
130,2005,8.954,"2005-05-10"
131,2005,9.139,"2005-05-11"
132,2005,9.579,"2005-05-12"
133,2005,9.741,"2005-05-13"
134,2005,10.023,"2005-05-14"
135,2005,10.16,"2005-05-15"
136,2005,10.299,"2005-05-16"
137,2005,10.278,"2005-05-17"
138,2005,10.396,"2005-05-18"
139,2005,10.275,"2005-05-19"
140,2005,10.405,"2005-05-20"
141,2005,10.34,"2005-05-21"
142,2005,10.6,"2005-05-22"
143,2005,10.928,"2005-05-23"
144,2005,11.079,"2005-05-24"
145,2005,11.203,"2005-05-25"
146,2005,11.256,"2005-05-26"
147,2005,11.542,"2005-05-27"
148,2005,12.063,"2005-05-28"
149,2005,12.507,"2005-05-29"
150,2005,12.829,"2005-05-30"
151,2005,12.856,"2005-05-31"
152,2005,12.572,"2005-06-01"
153,2005,12.56,"2005-06-02"
154,2005,12.792,"2005-06-03"
155,2005,13.06,"2005-06-04"
156,2005,12.935,"2005-06-05"
157,2005,12.944,"2005-06-06"
158,2005,12.751,"2005-06-07"
159,2005,12.428,"2005-06-08"
160,2005,12.539,"2005-06-09"
161,2005,13.091,"2005-06-10"
162,2005,13.16,"2005-06-11"
163,2005,13.481,"2005-06-12"
164,2005,13.639,"2005-06-13"
165,2005,13.488,"2005-06-14"
166,2005,13.414,"2005-06-15"
167,2005,13.595,"2005-06-16"
168,2005,13.579,"2005-06-17"
169,2005,13.556,"2005-06-18"
170,2005,13.556,"2005-06-19"
171,2005,14.222,"2005-06-20"
172,2005,14.488,"2005-06-21"
173,2005,14.512,"2005-06-22"
174,2005,14.725,"2005-06-23"
175,2005,14.766,"2005-06-24"
176,2005,14.75,"2005-06-25"
177,2005,14.761,"2005-06-26"
178,2005,14.958,"2005-06-27"
179,2005,14.804,"2005-06-28"
180,2005,14.782,"2005-06-29"
181,2005,15.34,"2005-06-30"
182,2005,15.495,"2005-07-01"
183,2005,15.606,"2005-07-02"
184,2005,15.653,"2005-07-03"
185,2005,15.956,"2005-07-04"
186,2005,16.028,"2005-07-05"
187,2005,15.551,"2005-07-06"
188,2005,15.488,"2005-07-07"
189,2005,15.926,"2005-07-08"
190,2005,15.639,"2005-07-09"
191,2005,15.632,"2005-07-10"
192,2005,15.882,"2005-07-11"
193,2005,16.088,"2005-07-12"
194,2005,16.129,"2005-07-13"
195,2005,16.532,"2005-07-14"
196,2005,16.572,"2005-07-15"
197,2005,16.35,"2005-07-16"
198,2005,16.579,"2005-07-17"
199,2005,16.9,"2005-07-18"
200,2005,16.928,"2005-07-19"
201,2005,16.833,"2005-07-20"
202,2005,17.15,"2005-07-21"
203,2005,17.159,"2005-07-22"
204,2005,NA,"2005-07-23"
205,2005,NA,"2005-07-24"
206,2005,NA,"2005-07-25"
207,2005,NA,"2005-07-26"
208,2005,17.438,"2005-07-27"
209,2005,17.428,"2005-07-28"
210,2005,17.59,"2005-07-29"
211,2005,17.845,"2005-07-30"
212,2005,18.134,"2005-07-31"
213,2005,18.131,"2005-08-01"
214,2005,17.942,"2005-08-02"
215,2005,17.958,"2005-08-03"
216,2005,18.194,"2005-08-04"
217,2005,18.134,"2005-08-05"
218,2005,18.058,"2005-08-06"
219,2005,18.306,"2005-08-07"
220,2005,18.646,"2005-08-08"
221,2005,18.833,"2005-08-09"
222,2005,18.859,"2005-08-10"
223,2005,18.877,"2005-08-11"
224,2005,18.942,"2005-08-12"
225,2005,18.958,"2005-08-13"
226,2005,19.03,"2005-08-14"
227,2005,19.109,"2005-08-15"
228,2005,19.058,"2005-08-16"
229,2005,19.109,"2005-08-17"
230,2005,18.928,"2005-08-18"
231,2005,19.294,"2005-08-19"
232,2005,19.278,"2005-08-20"
233,2005,19.225,"2005-08-21"
234,2005,19.255,"2005-08-22"
235,2005,19.201,"2005-08-23"
236,2005,19.15,"2005-08-24"
237,2005,19.206,"2005-08-25"
238,2005,19.204,"2005-08-26"
239,2005,19.125,"2005-08-27"
240,2005,19.123,"2005-08-28"
241,2005,19.259,"2005-08-29"
242,2005,19.271,"2005-08-30"
243,2005,19.345,"2005-08-31"
244,2005,19.451,"2005-09-01"
245,2005,19.47,"2005-09-02"
246,2005,19.421,"2005-09-03"
247,2005,19.211,"2005-09-04"
248,2005,19.153,"2005-09-05"
249,2005,19.118,"2005-09-06"
250,2005,19.153,"2005-09-07"
251,2005,19.147,"2005-09-08"
252,2005,19.118,"2005-09-09"
253,2005,18.954,"2005-09-10"
254,2005,18.803,"2005-09-11"
255,2005,18.745,"2005-09-12"
256,2005,18.831,"2005-09-13"
257,2005,18.942,"2005-09-14"
258,2005,19,"2005-09-15"
259,2005,19,"2005-09-16"
260,2005,NA,"2005-09-17"
261,2005,NA,"2005-09-18"
262,2005,NA,"2005-09-19"
263,2005,NA,"2005-09-20"
264,2005,NA,"2005-09-21"
265,2005,NA,"2005-09-22"
266,2005,NA,"2005-09-23"
267,2005,NA,"2005-09-24"
268,2005,NA,"2005-09-25"
269,2005,NA,"2005-09-26"
270,2005,NA,"2005-09-27"
271,2005,NA,"2005-09-28"
272,2005,NA,"2005-09-29"
273,2005,NA,"2005-09-30"
274,2005,NA,"2005-10-01"
275,2005,NA,"2005-10-02"
276,2005,NA,"2005-10-03"
277,2005,NA,"2005-10-04"
278,2005,NA,"2005-10-05"
279,2005,NA,"2005-10-06"
280,2005,NA,"2005-10-07"
281,2005,NA,"2005-10-08"
282,2005,NA,"2005-10-09"
283,2005,NA,"2005-10-10"
284,2005,NA,"2005-10-11"
285,2005,NA,"2005-10-12"
286,2005,NA,"2005-10-13"
287,2005,NA,"2005-10-14"
288,2005,NA,"2005-10-15"
289,2005,NA,"2005-10-16"
290,2005,NA,"2005-10-17"
291,2005,NA,"2005-10-18"
292,2005,NA,"2005-10-19"
293,2005,NA,"2005-10-20"
294,2005,NA,"2005-10-21"
295,2005,NA,"2005-10-22"
296,2005,NA,"2005-10-23"
297,2005,NA,"2005-10-24"
298,2005,NA,"2005-10-25"
299,2005,NA,"2005-10-26"
300,2005,NA,"2005-10-27"
301,2005,NA,"2005-10-28"
302,2005,NA,"2005-10-29"
303,2005,NA,"2005-10-30"
304,2005,NA,"2005-10-31"
305,2005,NA,"2005-11-01"
306,2005,NA,"2005-11-02"
307,2005,NA,"2005-11-03"
308,2005,NA,"2005-11-04"
309,2005,NA,"2005-11-05"
310,2005,NA,"2005-11-06"
311,2005,NA,"2005-11-07"
312,2005,NA,"2005-11-08"
313,2005,NA,"2005-11-09"
314,2005,NA,"2005-11-10"
315,2005,NA,"2005-11-11"
316,2005,NA,"2005-11-12"
317,2005,NA,"2005-11-13"
318,2005,NA,"2005-11-14"
319,2005,NA,"2005-11-15"
320,2005,NA,"2005-11-16"
321,2005,NA,"2005-11-17"
322,2005,NA,"2005-11-18"
323,2005,NA,"2005-11-19"
324,2005,NA,"2005-11-20"
325,2005,NA,"2005-11-21"
326,2005,NA,"2005-11-22"
327,2005,NA,"2005-11-23"
328,2005,NA,"2005-11-24"
329,2005,NA,"2005-11-25"
330,2005,NA,"2005-11-26"
331,2005,NA,"2005-11-27"
332,2005,NA,"2005-11-28"
333,2005,NA,"2005-11-29"
334,2005,NA,"2005-11-30"
335,2005,NA,"2005-12-01"
336,2005,NA,"2005-12-02"
337,2005,NA,"2005-12-03"
338,2005,NA,"2005-12-04"
339,2005,NA,"2005-12-05"
340,2005,NA,"2005-12-06"
341,2005,NA,"2005-12-07"
342,2005,NA,"2005-12-08"
343,2005,NA,"2005-12-09"
344,2005,NA,"2005-12-10"
345,2005,NA,"2005-12-11"
346,2005,NA,"2005-12-12"
347,2005,NA,"2005-12-13"
348,2005,NA,"2005-12-14"
349,2005,NA,"2005-12-15"
350,2005,NA,"2005-12-16"
351,2005,NA,"2005-12-17"
352,2005,NA,"2005-12-18"
353,2005,NA,"2005-12-19"
354,2005,NA,"2005-12-20"
355,2005,NA,"2005-12-21"
356,2005,NA,"2005-12-22"
357,2005,NA,"2005-12-23"
358,2005,NA,"2005-12-24"
359,2005,NA,"2005-12-25"
360,2005,NA,"2005-12-26"
361,2005,NA,"2005-12-27"
362,2005,NA,"2005-12-28"
363,2005,NA,"2005-12-29"
364,2005,NA,"2005-12-30"
365,2005,NA,"2005-12-31"
1,2006,NA,"2006-01-01"
2,2006,NA,"2006-01-02"
3,2006,NA,"2006-01-03"
4,2006,NA,"2006-01-04"
5,2006,NA,"2006-01-05"
6,2006,NA,"2006-01-06"
7,2006,NA,"2006-01-07"
8,2006,NA,"2006-01-08"
9,2006,NA,"2006-01-09"
10,2006,NA,"2006-01-10"
11,2006,NA,"2006-01-11"
12,2006,NA,"2006-01-12"
13,2006,NA,"2006-01-13"
14,2006,NA,"2006-01-14"
15,2006,NA,"2006-01-15"
16,2006,NA,"2006-01-16"
17,2006,NA,"2006-01-17"
18,2006,NA,"2006-01-18"
19,2006,NA,"2006-01-19"
20,2006,NA,"2006-01-20"
21,2006,NA,"2006-01-21"
22,2006,NA,"2006-01-22"
23,2006,NA,"2006-01-23"
24,2006,NA,"2006-01-24"
25,2006,NA,"2006-01-25"
26,2006,NA,"2006-01-26"
27,2006,NA,"2006-01-27"
28,2006,NA,"2006-01-28"
29,2006,NA,"2006-01-29"
30,2006,NA,"2006-01-30"
31,2006,NA,"2006-01-31"
32,2006,NA,"2006-02-01"
33,2006,NA,"2006-02-02"
34,2006,NA,"2006-02-03"
35,2006,NA,"2006-02-04"
36,2006,NA,"2006-02-05"
37,2006,NA,"2006-02-06"
38,2006,NA,"2006-02-07"
39,2006,NA,"2006-02-08"
40,2006,NA,"2006-02-09"
41,2006,NA,"2006-02-10"
42,2006,NA,"2006-02-11"
43,2006,NA,"2006-02-12"
44,2006,NA,"2006-02-13"
45,2006,NA,"2006-02-14"
46,2006,NA,"2006-02-15"
47,2006,NA,"2006-02-16"
48,2006,NA,"2006-02-17"
49,2006,NA,"2006-02-18"
50,2006,NA,"2006-02-19"
51,2006,NA,"2006-02-20"
52,2006,NA,"2006-02-21"
53,2006,NA,"2006-02-22"
54,2006,NA,"2006-02-23"
55,2006,NA,"2006-02-24"
56,2006,NA,"2006-02-25"
57,2006,NA,"2006-02-26"
58,2006,NA,"2006-02-27"
59,2006,NA,"2006-02-28"
60,2006,NA,"2006-03-01"
61,2006,NA,"2006-03-02"
62,2006,NA,"2006-03-03"
63,2006,NA,"2006-03-04"
64,2006,NA,"2006-03-05"
65,2006,NA,"2006-03-06"
66,2006,NA,"2006-03-07"
67,2006,NA,"2006-03-08"
68,2006,NA,"2006-03-09"
69,2006,NA,"2006-03-10"
70,2006,NA,"2006-03-11"
71,2006,NA,"2006-03-12"
72,2006,NA,"2006-03-13"
73,2006,NA,"2006-03-14"
74,2006,NA,"2006-03-15"
75,2006,NA,"2006-03-16"
76,2006,NA,"2006-03-17"
77,2006,NA,"2006-03-18"
78,2006,NA,"2006-03-19"
79,2006,NA,"2006-03-20"
80,2006,NA,"2006-03-21"
81,2006,NA,"2006-03-22"
82,2006,NA,"2006-03-23"
83,2006,NA,"2006-03-24"
84,2006,NA,"2006-03-25"
85,2006,NA,"2006-03-26"
86,2006,NA,"2006-03-27"
87,2006,NA,"2006-03-28"
88,2006,NA,"2006-03-29"
89,2006,NA,"2006-03-30"
90,2006,4.504,"2006-03-31"
91,2006,4.472,"2006-04-01"
92,2006,4.273,"2006-04-02"
93,2006,4.213,"2006-04-03"
94,2006,4.137,"2006-04-04"
95,2006,4.155,"2006-04-05"
96,2006,4.215,"2006-04-06"
97,2006,4.442,"2006-04-07"
98,2006,4.421,"2006-04-08"
99,2006,4.565,"2006-04-09"
100,2006,4.703,"2006-04-10"
101,2006,4.741,"2006-04-11"
102,2006,4.895,"2006-04-12"
103,2006,5,"2006-04-13"
104,2006,5.146,"2006-04-14"
105,2006,5.27,"2006-04-15"
106,2006,5.386,"2006-04-16"
107,2006,5.579,"2006-04-17"
108,2006,5.851,"2006-04-18"
109,2006,6.138,"2006-04-19"
110,2006,6.37,"2006-04-20"
111,2006,6.604,"2006-04-21"
112,2006,6.766,"2006-04-22"
113,2006,6.986,"2006-04-23"
114,2006,7.104,"2006-04-24"
115,2006,7.278,"2006-04-25"
116,2006,7.565,"2006-04-26"
117,2006,7.708,"2006-04-27"
118,2006,7.933,"2006-04-28"
119,2006,8.275,"2006-04-29"
120,2006,8.329,"2006-04-30"
121,2006,8.451,"2006-05-01"
122,2006,8.389,"2006-05-02"
123,2006,8.447,"2006-05-03"
124,2006,8.595,"2006-05-04"
125,2006,8.662,"2006-05-05"
126,2006,8.81,"2006-05-06"
127,2006,9.037,"2006-05-07"
128,2006,9.037,"2006-05-08"
129,2006,9.034,"2006-05-09"
130,2006,9.141,"2006-05-10"
131,2006,9.255,"2006-05-11"
132,2006,9.377,"2006-05-12"
133,2006,9.662,"2006-05-13"
134,2006,10.116,"2006-05-14"
135,2006,10.447,"2006-05-15"
136,2006,10.628,"2006-05-16"
137,2006,10.933,"2006-05-17"
138,2006,11.256,"2006-05-18"
139,2006,11.343,"2006-05-19"
140,2006,11.183,"2006-05-20"
141,2006,11.037,"2006-05-21"
142,2006,10.866,"2006-05-22"
143,2006,10.924,"2006-05-23"
144,2006,11.09,"2006-05-24"
145,2006,11.141,"2006-05-25"
146,2006,11.25,"2006-05-26"
147,2006,11.263,"2006-05-27"
148,2006,11.488,"2006-05-28"
149,2006,11.81,"2006-05-29"
150,2006,12.067,"2006-05-30"
151,2006,12.354,"2006-05-31"
152,2006,12.421,"2006-06-01"
153,2006,12.363,"2006-06-02"
154,2006,12.465,"2006-06-03"
155,2006,12.581,"2006-06-04"
156,2006,12.572,"2006-06-05"
157,2006,12.839,"2006-06-06"
158,2006,13.046,"2006-06-07"
159,2006,13.152,"2006-06-08"
160,2006,13.104,"2006-06-09"
161,2006,13.046,"2006-06-10"
162,2006,12.926,"2006-06-11"
163,2006,12.965,"2006-06-12"
164,2006,13.042,"2006-06-13"
165,2006,12.983,"2006-06-14"
166,2006,13.292,"2006-06-15"
167,2006,13.25,"2006-06-16"
